Dates,SP5,SP10,Price,LAST,MA5RANK,MA10RANK
06/12/10,0.98,0.67,1223.119995,80.1205,0.91,0.53
07/12/10,0.73,0.91,1223.75,80.5221,0.76,0.8
08/12/10,0.51,0.72,1228.280029,82.1285,0.58,0.7
09/12/10,0.54,0.93,1233,83.7349,0.59,0.85
10/12/10,0.72,0.97,1240.400024,84.739,0.73,0.9
13/12/10,0.71,0.98,1240.459961,84.7695,0.7,0.92
14/12/10,0.62,0.78,1241.589966,86.3727,0.7,0.86
15/12/10,0.39,0.37,1235.22998,84.1683,0.38,0.49
16/12/10,0.41,0.49,1242.869995,85.9719,0.51,0.53
17/12/10,0.43,0.54,1243.910034,86.7735,0.57,0.65
20/12/10,0.5,0.59,1247.079956,87.976,0.54,0.7
21/12/10,0.79,0.65,1254.599976,89.1566,0.78,0.67
22/12/10,0.72,0.65,1258.839966,89.5582,0.66,0.61
23/12/10,0.62,0.45,1256.77002,89.3574,0.61,0.51
27/12/10,0.58,0.46,1257.540039,88.9558,0.41,0.47
28/12/10,0.43,0.46,1258.51001,88.5542,0.26,0.41
29/12/10,0.33,0.63,1259.780029,88.755,0.26,0.52
30/12/10,0.33,0.39,1257.880005,88.755,0.26,0.41
31/12/10,0.31,0.36,1257.640015,88.5542,0.3,0.37
03/01/11,0.66,0.63,1271.869995,89.1566,0.39,0.31
04/01/11,0.58,0.41,1270.199951,89.336,0.37,0.26
05/01/11,0.79,0.48,1276.560059,90.1408,0.53,0.27
06/01/11,0.74,0.44,1273.849976,91.1469,0.65,0.38
07/01/11,0.25,0.33,1271.5,90.1408,0.42,0.3
10/01/11,0.25,0.3,1269.75,89.7384,0.33,0.29
11/01/11,0.22,0.33,1274.47998,90.5433,0.34,0.37
12/01/11,0.61,0.73,1285.959961,91.5493,0.32,0.43
13/01/11,0.61,0.67,1283.76001,90.7445,0.39,0.41
14/01/11,0.88,0.55,1293.23999,92.5553,0.68,0.44
18/01/11,0.84,0.61,1295.02002,92.5553,0.58,0.43
19/01/11,0.12,0.19,1281.920044,90.9457,0.16,0.2
20/01/11,0.12,0.2,1280.26001,91.7505,0.43,0.18
21/01/11,0.09,0.25,1283.349976,91.3481,0.13,0.25
24/01/11,0.12,0.53,1290.839966,91.5493,0.15,0.34
25/01/11,0.5,0.37,1291.180054,91.7505,0.4,0.23
26/01/11,0.73,0.21,1296.630005,91.5493,0.23,0.12
27/01/11,0.72,0.35,1299.540039,91.7505,0.3,0.19
28/01/11,0.04,0.05,1276.339966,88.7324,0.07,0.09
31/01/11,0.12,0.1,1286.119995,88.7324,0.07,0.09
01/02/11,0.58,0.68,1307.589966,91.1469,0.24,0.16
02/02/11,0.43,0.6,1304.030029,90.9457,0.18,0.12
03/02/11,0.95,0.6,1307.099976,92.1529,0.75,0.21
04/02/11,0.92,0.5,1310.869995,92.7565,0.79,0.29
07/02/11,0.6,0.79,1319.050049,92.5553,0.59,0.21
08/02/11,0.88,0.8,1324.569946,93.7626,0.74,0.48
09/02/11,0.68,0.57,1320.880005,93.9638,0.64,0.48
10/02/11,0.58,0.97,1321.869995,93.3602,0.42,0.65
11/02/11,0.54,0.96,1329.150024,93.159,0.42,0.62
14/02/11,0.49,0.65,1332.319946,93.3602,0.25,0.48
15/02/11,0.47,0.64,1328.01001,93.5614,0.25,0.51
16/02/11,0.71,0.83,1336.319946,93.5614,0.33,0.33
17/02/11,0.6,0.83,1340.430054,93.7626,0.44,0.26
18/02/11,0.55,0.61,1343.01001,93.7626,0.35,0.33
22/02/11,0.05,0.1,1315.439941,91.5493,0.12,0.11
23/02/11,0.02,0.08,1307.400024,90.7445,0.08,0.11
24/02/11,0.02,0.06,1306.099976,90.7445,0.07,0.12
25/02/11,0.05,0.12,1319.880005,91.5493,0.14,0.15
28/02/11,0.63,0.15,1327.219971,92.1529,0.47,0.16
01/03/11,0.24,0.04,1306.329956,91.1469,0.37,0.13
02/03/11,0.37,0.03,1308.439941,91.1469,0.37,0.13
03/03/11,0.62,0.14,1330.969971,91.9517,0.37,0.17
04/03/11,0.14,0.05,1321.150024,91.1469,0.19,0.12
07/03/11,0.41,0.19,1310.130005,90.342,0.21,0.2
08/03/11,0.72,0.36,1321.819946,92.5553,0.7,0.54
09/03/11,0.11,0.35,1320.02002,92.7565,0.58,0.57
10/03/11,0.04,0.04,1295.109985,89.9396,0.17,0.19
11/03/11,0.17,0.06,1304.280029,91.3481,0.66,0.23
14/03/11,0.05,0.16,1296.390015,89.336,0.06,0.18
15/03/11,0.01,0.04,1281.869995,86.1167,0.02,0.06
16/03/11,0.01,0,1256.880005,83.0986,0.02,0.02
17/03/11,0.05,0.01,1273.719971,85.1107,0.04,0.05
18/03/11,0.11,0.04,1279.209961,85.5131,0.07,0.09
21/03/11,0.83,0.1,1298.380005,88.1288,0.78,0.12
22/03/11,0.96,0.08,1293.77002,87.7264,0.91,0.09
23/03/11,0.91,0.32,1297.540039,88.33,0.83,0.27
24/03/11,0.93,0.35,1309.660034,89.7384,0.87,0.25
25/03/11,0.74,0.55,1313.800049,89.5372,0.68,0.36
28/03/11,0.79,0.84,1310.189941,88.7324,0.62,0.67
29/03/11,0.88,1,1319.439941,89.9396,0.71,0.89
30/03/11,0.82,0.98,1328.26001,91.7671,0.75,0.88
31/03/11,0.63,0.96,1325.829956,91.3655,0.72,0.86
01/04/11,0.9,0.88,1332.410034,91.3655,0.81,0.7
04/04/11,0.7,0.91,1332.869995,92.1687,0.78,0.77
05/04/11,0.45,0.89,1332.630005,91.9679,0.37,0.72
06/04/11,0.53,0.76,1335.540039,92.5703,0.63,0.69
07/04/11,0.33,0.57,1333.51001,92.9719,0.7,0.73
08/04/11,0.21,0.55,1328.170044,91.5663,0.26,0.7
11/04/11,0.17,0.32,1324.459961,91.1647,0.23,0.52
12/04/11,0.09,0.19,1314.160034,90.5622,0.15,0.3
13/04/11,0.09,0.2,1314.410034,90.1606,0.11,0.29
14/04/11,0.12,0.13,1314.52002,89.9598,0.15,0.26
15/04/11,0.22,0.19,1319.680054,90.3614,0.22,0.21
18/04/11,0.18,0.05,1305.140015,88.755,0.15,0.13
19/04/11,0.29,0.1,1312.619995,88.9558,0.19,0.11
20/04/11,0.75,0.29,1330.359985,90.7631,0.56,0.18
21/04/11,0.84,0.35,1337.380005,90.7631,0.39,0.32
25/04/11,0.94,0.36,1335.25,90.9639,0.79,0.33
26/04/11,0.97,0.87,1347.23999,92.3695,0.87,0.56
27/04/11,0.92,0.91,1355.660034,93.5743,0.83,0.74
28/04/11,0.89,0.95,1360.47998,93.5743,0.83,0.76
29/04/11,0.94,0.93,1363.609985,93.7751,0.83,0.74
02/05/11,0.69,0.98,1361.219971,92.3695,0.34,0.78
03/05/11,0.33,0.92,1356.619995,92.5703,0.2,0.78
04/05/11,0.13,0.5,1347.319946,91.3655,0.11,0.38
05/05/11,0.05,0.28,1335.099976,90.9639,0.1,0.35
06/05/11,0.1,0.3,1340.199951,91.3655,0.22,0.38
09/05/11,0.18,0.29,1346.290039,90.9639,0.17,0.25
10/05/11,0.53,0.3,1357.160034,91.5663,0.4,0.17
11/05/11,0.48,0.13,1342.079956,90.3614,0.31,0.11
12/05/11,0.5,0.17,1348.650024,90.7631,0.32,0.12
13/05/11,0.21,0.08,1337.77002,90.1606,0.27,0.18
16/05/11,0.06,0.05,1329.469971,88.9558,0.11,0.08
17/05/11,0.17,0.16,1328.97998,88.3534,0.16,0.13
18/05/11,0.25,0.41,1340.680054,89.3574,0.2,0.3
19/05/11,0.49,0.37,1343.599976,88.5542,0.19,0.15
20/05/11,0.45,0.24,1333.27002,86.9478,0.17,0.06
23/05/11,0.19,0.02,1317.369995,83.7349,0.03,0.01
24/05/11,0.09,0.09,1316.280029,83.7349,0.03,0.02
25/05/11,0.1,0.04,1320.469971,84.5382,0.05,0.03
26/05/11,0.29,0.28,1325.689941,84.9398,0.2,0.05
27/05/11,0.72,0.41,1331.099976,86.1446,0.87,0.21
31/05/11,0.95,0.6,1345.199951,87.5502,0.97,0.47
01/06/11,0.31,0.1,1314.550049,81.3253,0.08,0.01
02/06/11,0.2,0.04,1312.939941,80.7229,0.05,0.03
03/06/11,0.03,0.03,1300.160034,77.1084,0,0
06/06/11,0,0.04,1286.170044,72.2892,0,0
07/06/11,0.06,0.04,1284.939941,72.49,0.02,0.01
08/06/11,0.04,0.02,1279.560059,69.8795,0.01,0
09/06/11,0.27,0.04,1289,71.4859,0.07,0.01
10/06/11,0.2,0.01,1270.97998,66.2651,0.07,0
13/06/11,0.24,0.01,1271.829956,64.4578,0.04,0
14/06/11,0.59,0.16,1287.869995,69.4779,0.54,0.04
15/06/11,0.14,0.03,1265.420044,62.8514,0.04,0.02
16/06/11,0.45,0.09,1267.640015,62.249,0.14,0.03
17/06/11,0.47,0.36,1271.5,63.253,0.39,0.1
20/06/11,0.33,0.48,1278.359985,65.4618,0.14,0.15
21/06/11,0.95,0.67,1295.52002,69.8795,1,0.63
22/06/11,0.85,0.53,1287.140015,68.4739,0.99,0.33
23/06/11,0.71,0.64,1283.5,67.6707,0.97,0.75
24/06/11,0.32,0.49,1268.449951,63.6546,0.33,0.59
27/06/11,0.21,0.46,1280.099976,66.0643,0.18,0.27
28/06/11,0.61,0.86,1296.670044,69.6787,0.72,0.99
29/06/11,0.91,0.9,1307.410034,72.49,0.98,1
30/06/11,1,0.97,1320.640015,75.7028,1,1
01/07/11,1,0.99,1339.670044,80.2817,1,1
05/07/11,0.98,0.89,1337.880005,78.4708,0.98,0.97
06/07/11,0.95,0.96,1339.219971,78.4708,0.95,0.97
07/07/11,0.95,1,1353.219971,82.0926,0.96,0.99
08/07/11,0.54,1,1343.800049,77.8672,0.26,0.98
11/07/11,0.2,0.85,1319.48999,70.4225,0.05,0.88
12/07/11,0.12,0.71,1313.640015,69.0141,0.02,0.62
13/07/11,0.03,0.64,1317.719971,70.0201,0.01,0.38
14/07/11,0.04,0.41,1308.869995,66.3984,0.02,0.1
15/07/11,0.49,0.24,1316.140015,67.2032,0.23,0.06
18/07/11,0.4,0.1,1305.439941,62.3742,0.11,0.03
19/07/11,0.64,0.41,1326.72998,68.008,0.34,0.11
20/07/11,0.79,0.18,1325.839966,67.8068,0.72,0.06
21/07/11,0.88,0.56,1343.800049,73.6419,0.96,0.29
22/07/11,0.97,0.77,1345.02002,72.837,0.98,0.76
25/07/11,0.65,0.76,1337.430054,69.6177,0.74,0.7
26/07/11,0.57,0.67,1331.939941,66.3984,0.42,0.31
27/07/11,0.01,0.47,1304.890015,56.338,0,0.13
28/07/11,0.01,0.33,1300.670044,54.7284,0,0.09
29/07/11,0.01,0.38,1292.280029,52.1127,0.01,0.14
01/08/11,0.02,0.06,1286.939941,48.8934,0.02,0.02
02/08/11,0.01,0.02,1254.050049,39.2354,0.04,0
03/08/11,0.05,0,1260.339966,38.6318,0.05,0
04/08/11,0,0,1200.069946,21.9316,0,0
05/08/11,0.01,0.01,1199.380005,23.9437,0.01,0.01
08/08/11,0,0,1119.459961,8.8531,0,0
09/08/11,0.02,0.03,1172.530029,17.1026,0.03,0.03
10/08/11,0.04,0.01,1120.76001,11.2676,0.14,0.03
11/08/11,0.19,0.05,1172.640015,20.1207,0.3,0.06
12/08/11,0.99,0.06,1178.810059,21.7304,0.99,0.08
15/08/11,0.93,0.11,1204.48999,27.7666,0.97,0.21
16/08/11,1,0.1,1192.76001,25.5533,1,0.19
17/08/11,0.8,0.5,1193.890015,26.1569,0.89,0.87
18/08/11,0.12,0.12,1140.650024,16.0966,0.23,0.32
19/08/11,0.04,0.62,1123.530029,14.2857,0.11,0.89
22/08/11,0.06,0.14,1123.819946,13.6821,0.13,0.44
23/08/11,0.18,0.89,1162.349976,22.334,0.34,0.96
24/08/11,0.94,0.65,1177.599976,25.9557,0.94,0.91
25/08/11,0.93,0.36,1159.27002,20.7243,0.9,0.63
26/08/11,0.97,0.27,1176.800049,24.7485,0.96,0.48
29/08/11,0.95,0.79,1210.079956,31.7907,0.92,0.91
30/08/11,0.9,0.81,1212.920044,34.2052,0.9,0.92
31/08/11,0.99,1,1218.890015,35.0101,1,1
01/09/11,0.79,1,1204.420044,32.5956,0.88,0.99
02/09/11,0.15,0.93,1173.969971,25.1509,0.24,0.94
06/09/11,0.09,0.63,1165.23999,23.9437,0.17,0.75
07/09/11,0.31,0.79,1198.619995,31.1871,0.35,0.84
08/09/11,0.32,0.81,1185.900024,27.3642,0.3,0.87
09/09/11,0.32,0.37,1154.22998,21.9316,0.41,0.52
12/09/11,0.53,0.15,1162.27002,23.5412,0.63,0.31
13/09/11,0.26,0.18,1172.869995,24.5473,0.25,0.29
14/09/11,0.57,0.28,1188.680054,27.7666,0.68,0.37
15/09/11,0.96,0.64,1209.109985,32.5956,0.93,0.66
16/09/11,0.95,0.87,1216.01001,34.2052,0.92,0.9
19/09/11,0.83,0.82,1204.089966,32.3944,0.85,0.88
20/09/11,0.7,0.63,1202.089966,30.9859,0.74,0.65
21/09/11,0.13,0.4,1166.76001,24.5473,0.22,0.53
22/09/11,0.04,0.36,1129.560059,18.9135,0.1,0.49
23/09/11,0.08,0.35,1136.430054,20.5231,0.14,0.49
26/09/11,0.17,0.53,1162.949951,24.3461,0.28,0.68
27/09/11,0.67,0.48,1175.380005,26.7606,0.72,0.65
28/09/11,0.77,0.13,1151.060059,21.9316,0.73,0.25
29/09/11,0.78,0.14,1160.400024,22.9376,0.72,0.24
30/09/11,0.25,0.09,1131.420044,19.1147,0.35,0.18
03/10/11,0.07,0.07,1099.22998,14.257,0.13,0.13
04/10/11,0.3,0.21,1123.949951,17.0683,0.38,0.41
05/10/11,0.41,0.76,1144.030029,18.8377,0.41,0.72
06/10/11,0.86,0.85,1164.969971,23.8477,0.76,0.78
07/10/11,0.96,0.57,1155.459961,23.2465,0.88,0.63
10/10/11,0.99,0.8,1194.890015,29.4589,0.96,0.77
11/10/11,0.9,0.92,1195.540039,29.4589,0.9,0.86
12/10/11,0.88,0.92,1207.25,30.0601,0.76,0.85
13/10/11,0.89,0.97,1203.660034,30.4609,0.81,0.93
14/10/11,0.75,1,1224.579956,32.9317,0.68,0.99
17/10/11,0.56,0.97,1200.859985,29.4589,0.58,0.93
18/10/11,0.66,0.99,1225.380005,34.0681,0.69,0.97
19/10/11,0.56,0.87,1209.880005,32.6653,0.61,0.85
20/10/11,0.46,0.91,1215.390015,32.2645,0.54,0.85
21/10/11,0.84,0.84,1238.25,40.6814,0.94,0.89
24/10/11,0.73,0.9,1254.189941,44.0882,0.87,0.95
25/10/11,0.65,0.71,1229.050049,39.0782,0.75,0.83
26/10/11,0.7,0.76,1242,43.8878,0.94,0.92
27/10/11,0.87,0.91,1284.589966,54.3086,0.97,1
28/10/11,0.74,0.99,1285.089966,52.3046,0.79,1
31/10/11,0.67,0.71,1253.300049,43.6874,0.64,0.81
01/11/11,0.29,0.56,1218.280029,36.3454,0.24,0.63
02/11/11,0.12,0.67,1237.900024,40.7631,0.11,0.75
03/11/11,0.3,0.67,1261.150024,47.7912,0.33,0.7
04/11/11,0.47,0.47,1253.22998,46.1847,0.58,0.57
07/11/11,0.86,0.73,1261.119995,46.988,0.87,0.72
08/11/11,0.82,0.73,1275.920044,51.004,0.84,0.69
09/11/11,0.24,0.15,1229.099976,39.1566,0.21,0.12
10/11/11,0.39,0.19,1239.699951,41.9679,0.34,0.22
11/11/11,0.46,0.54,1263.849976,47.7912,0.5,0.59
14/11/11,0.31,0.72,1251.780029,45.9839,0.32,0.81
15/11/11,0.69,0.6,1257.810059,47.3896,0.77,0.64
16/11/11,0.45,0.29,1236.910034,41.7671,0.48,0.31
17/11/11,0.11,0.23,1216.130005,34.739,0.13,0.19
18/11/11,0.22,0.19,1215.650024,34.739,0.19,0.18
21/11/11,0.1,0.09,1192.97998,29.7189,0.05,0.09
22/11/11,0.12,0.23,1188.040039,27.1084,0.12,0.2
23/11/11,0.11,0.1,1161.790039,21.4859,0.15,0.1
25/11/11,0.11,0.07,1158.670044,20.8835,0.13,0.09
28/11/11,0.51,0.15,1192.550049,28.1125,0.5,0.13
29/11/11,0.59,0.15,1195.189941,30.5221,0.66,0.14
30/11/11,1,0.59,1246.959961,44.5783,1,0.62
01/12/11,1,0.77,1244.579956,44.4668,1,0.87
02/12/11,0.9,0.78,1244.280029,44.2656,0.98,0.84
05/12/11,0.96,0.93,1257.079956,48.8934,0.98,0.98
06/12/11,0.58,0.93,1258.469971,48.1855,0.63,0.98
07/12/11,0.59,0.99,1261.01001,49.1935,0.65,1
08/12/11,0.42,0.93,1234.349976,40.5242,0.41,0.96
09/12/11,0.46,0.89,1255.189941,48.5887,0.47,0.96
12/12/11,0.37,0.78,1236.469971,42.2222,0.3,0.86
13/12/11,0.28,0.37,1225.72998,37.9798,0.22,0.34
14/12/11,0.38,0.31,1211.819946,35.3535,0.35,0.3
15/12/11,0.23,0.33,1215.75,37.7778,0.23,0.36
16/12/11,0.44,0.3,1219.660034,38.664,0.46,0.28
19/12/11,0.4,0.21,1205.349976,35.2227,0.47,0.19
20/12/11,0.72,0.42,1241.300049,43.3198,0.75,0.38
21/12/11,0.69,0.56,1243.719971,45.6389,0.74,0.59
22/12/11,0.77,0.48,1254,47.6673,0.79,0.46
23/12/11,0.95,0.72,1265.329956,50.7099,0.96,0.72
27/12/11,0.63,0.77,1265.430054,51.927,0.76,0.88
28/12/11,0.51,0.74,1249.640015,47.2617,0.5,0.85
29/12/11,0.54,0.84,1263.02002,50.9128,0.56,0.86
30/12/11,0.41,0.73,1257.599976,49.6957,0.41,0.78
03/01/12,0.55,0.91,1277.060059,55.1935,0.56,0.95
04/01/12,0.66,0.7,1277.300049,54.7862,0.68,0.8
05/01/12,0.56,0.7,1281.060059,55.1935,0.59,0.72
06/01/12,0.59,0.59,1277.810059,56.0081,0.65,0.63
09/01/12,0.46,0.5,1280.699951,56.2118,0.46,0.52
10/01/12,0.56,0.6,1292.079956,62.3218,0.71,0.75
11/01/12,0.53,0.78,1292.47998,63.1365,0.74,0.89
12/01/12,0.58,0.65,1295.5,62.7291,0.67,0.81
13/01/12,0.49,0.63,1289.089966,60.8961,0.6,0.75
17/01/12,0.41,0.46,1293.670044,62.9328,0.42,0.56
18/01/12,0.56,0.63,1308.040039,66.1914,0.5,0.77
19/01/12,0.61,0.66,1314.5,69.2464,0.67,0.86
20/01/12,0.68,0.7,1315.380005,70.2648,0.82,0.86
23/01/12,0.65,0.67,1316,69.8574,0.68,0.83
24/01/12,0.47,0.5,1314.650024,69.8574,0.57,0.52
25/01/12,0.54,0.65,1326.060059,73.7271,0.6,0.69
26/01/12,0.43,0.51,1318.430054,72.3014,0.45,0.65
27/01/12,0.4,0.55,1316.329956,72.0978,0.48,0.73
30/01/12,0.37,0.44,1313.01001,70.0611,0.39,0.51
31/01/12,0.29,0.35,1312.410034,70.0611,0.28,0.41
01/02/12,0.46,0.39,1324.089966,74.3381,0.45,0.43
02/02/12,0.53,0.41,1325.540039,76.5784,0.61,0.46
03/02/12,0.82,0.61,1344.900024,79.4297,0.84,0.65
06/02/12,0.82,0.61,1344.329956,79.6334,0.85,0.69
07/02/12,0.67,0.46,1347.050049,79.2261,0.64,0.42
08/02/12,0.7,0.63,1349.959961,80.6517,0.56,0.54
09/02/12,0.45,0.7,1351.949951,79.8371,0.35,0.5
10/02/12,0.32,0.59,1342.640015,79.4297,0.32,0.61
13/02/12,0.41,0.78,1351.77002,79.8371,0.38,0.69
14/02/12,0.37,0.5,1350.5,78.8187,0.28,0.37
15/02/12,0.28,0.39,1343.22998,79.4297,0.31,0.32
16/02/12,0.58,0.35,1358.040039,83.0957,0.56,0.33
17/02/12,0.52,0.38,1361.22998,82.8921,0.5,0.31
21/02/12,0.56,0.35,1362.209961,82.6884,0.57,0.32
22/02/12,0.56,0.26,1357.660034,82.6884,0.5,0.25
23/02/12,0.41,0.32,1363.459961,83.5031,0.34,0.32
24/02/12,0.39,0.48,1365.73999,83.5031,0.37,0.35
27/02/12,0.41,0.35,1367.589966,84.7251,0.42,0.37
28/02/12,0.58,0.42,1372.180054,83.0957,0.32,0.35
29/02/12,0.33,0.43,1365.680054,81.6701,0.21,0.22
01/03/12,0.47,0.33,1374.089966,82.6884,0.24,0.19
02/03/12,0.32,0.23,1369.630005,83.0957,0.22,0.2
05/03/12,0.22,0.19,1364.329956,81.8737,0.24,0.18
06/03/12,0.14,0.17,1343.359985,78.2077,0.19,0.17
07/03/12,0.16,0.18,1352.630005,79.4297,0.2,0.18
08/03/12,0.26,0.21,1365.910034,82.0774,0.27,0.19
09/03/12,0.49,0.23,1370.869995,82.8921,0.45,0.19
12/03/12,0.83,0.2,1371.089966,82.6884,0.67,0.23
13/03/12,0.94,0.65,1395.949951,85.9184,0.74,0.39
14/03/12,0.83,0.45,1394.280029,85.1324,0.54,0.29
15/03/12,0.87,0.72,1402.599976,85.7434,0.51,0.3
16/03/12,0.89,0.87,1404.170044,86.7617,0.62,0.45
19/03/12,0.6,0.95,1409.75,87.5764,0.45,0.65
20/03/12,0.55,0.91,1405.52002,87.169,0.46,0.56
21/03/12,0.32,0.79,1402.890015,85.947,0.34,0.38
22/03/12,0.21,0.48,1392.780029,84.1141,0.22,0.26
23/03/12,0.21,0.56,1397.109985,85.3361,0.23,0.31
26/03/12,0.58,0.46,1416.51001,87.9837,0.45,0.28
27/03/12,0.58,0.43,1412.52002,87.5764,0.49,0.31
28/03/12,0.65,0.24,1405.540039,86.3544,0.54,0.26
29/03/12,0.47,0.22,1403.280029,85.5397,0.34,0.21
30/03/12,0.22,0.19,1408.469971,86.1507,0.21,0.2
02/04/12,0.47,0.37,1419.040039,86.7076,0.29,0.25
03/04/12,0.52,0.34,1413.380005,85.8896,0.31,0.28
04/04/12,0.25,0.28,1398.959961,84.6939,0.3,0.3
05/04/12,0.19,0.23,1398.079956,84.0816,0.2,0.21
09/04/12,0.06,0.1,1382.199951,81.2627,0.09,0.11
10/04/12,0.02,0.05,1358.589966,76.3747,0.08,0.09
11/04/12,0.1,0.11,1368.709961,78.8187,0.1,0.12
12/04/12,0.2,0.18,1387.569946,82.8921,0.28,0.2
13/04/12,0.19,0.09,1370.26001,79.8371,0.27,0.16
16/04/12,0.6,0.07,1369.569946,78.8187,0.59,0.11
17/04/12,0.79,0.15,1390.780029,81.8737,0.61,0.19
18/04/12,0.27,0.19,1385.140015,80.8554,0.19,0.19
19/04/12,0.49,0.15,1376.920044,80.0407,0.36,0.17
20/04/12,0.54,0.2,1378.530029,80.8554,0.53,0.28
23/04/12,0.05,0.32,1366.939941,78.8187,0.12,0.38
24/04/12,0.13,0.27,1371.969971,78.6151,0.15,0.29
25/04/12,0.67,0.26,1390.689941,81.4664,0.48,0.18
26/04/12,0.79,0.7,1399.97998,82.0774,0.48,0.37
27/04/12,0.96,0.78,1403.359985,82.4847,0.7,0.47
30/04/12,0.85,0.31,1397.910034,81.8737,0.67,0.31
01/05/12,0.72,0.53,1405.819946,84.2857,0.61,0.47
02/05/12,0.36,0.62,1402.310059,83.6735,0.5,0.49
03/05/12,0.16,0.4,1391.569946,80.4082,0.17,0.26
04/05/12,0.05,0.25,1369.099976,76.1225,0.05,0.16
07/05/12,0.03,0.18,1369.579956,76.1225,0.03,0.18
08/05/12,0.02,0.09,1363.719971,74.898,0.03,0.08
09/05/12,0.03,0.03,1354.579956,72.6531,0.04,0.03
10/05/12,0.19,0.04,1357.98999,72.6531,0.1,0.03
11/05/12,0.12,0.05,1353.390015,71.0204,0.07,0.02
14/05/12,0.07,0,1338.349976,68.3673,0.04,0
15/05/12,0.08,0,1330.660034,65.3061,0.04,0
16/05/12,0.05,0.02,1324.800049,61.6327,0,0
17/05/12,0.01,0.03,1304.859985,57.1429,0,0
18/05/12,0.02,0,1295.219971,53.4694,0,0
21/05/12,0.16,0.07,1315.98999,59.3878,0.09,0.05
22/05/12,0.27,0.12,1316.630005,59.7137,0.25,0.06
23/05/12,0.74,0.11,1318.859985,60.7362,0.77,0.07
24/05/12,0.89,0.16,1320.680054,60.3272,0.93,0.1
25/05/12,0.39,0.2,1317.819946,60.6122,0.54,0.14
29/05/12,0.79,0.32,1332.420044,65.102,0.88,0.39
30/05/12,0.3,0.24,1313.319946,57.3469,0.17,0.2
31/05/12,0.26,0.41,1310.329956,55.7143,0.14,0.29
01/06/12,0.03,0.21,1278.040039,46.6258,0.01,0.16
04/06/12,0.01,0.14,1278.180054,45.1943,0,0.06
05/06/12,0.12,0.18,1285.5,47.0348,0.05,0.08
06/06/12,0.51,0.29,1315.130005,55.6237,0.45,0.22
07/06/12,0.99,0.29,1314.98999,56.0327,0.99,0.24
08/06/12,1,0.5,1325.660034,57.8732,1,0.3
11/06/12,0.86,0.2,1308.930054,53.7832,0.93,0.1
12/06/12,0.63,0.57,1324.180054,57.0552,0.6,0.48
13/06/12,0.4,0.47,1314.880005,52.7607,0.22,0.31
14/06/12,0.49,0.98,1329.099976,55.2147,0.25,0.91
15/06/12,0.96,0.99,1342.839966,59.5092,0.93,1
18/06/12,0.82,0.98,1344.780029,59.3047,0.73,0.99
19/06/12,0.98,0.95,1357.97998,65.4397,1,0.97
20/06/12,0.88,0.94,1355.689941,65.4397,0.98,0.93
21/06/12,0.18,0.37,1325.51001,55.2147,0.18,0.34
22/06/12,0.31,0.8,1335.02002,57.4642,0.34,0.76
25/06/12,0.03,0.3,1313.719971,52.5562,0.04,0.24
26/06/12,0.1,0.49,1319.98999,53.6885,0.05,0.59
27/06/12,0.56,0.44,1331.849976,56.9672,0.68,0.61
28/06/12,0.37,0.28,1329.040039,55.7377,0.39,0.32
29/06/12,1,0.69,1362.160034,64.7541,0.98,0.88
02/07/12,0.98,0.55,1365.51001,64.959,0.97,0.47
03/07/12,0.95,0.73,1374.02002,66.5984,0.95,0.62
05/07/12,0.94,0.94,1367.579956,65.5738,0.95,0.98
06/07/12,0.37,0.74,1354.680054,61.8852,0.27,0.87
09/07/12,0.24,0.91,1352.459961,60.4508,0.2,0.93
10/07/12,0.12,0.78,1341.469971,58.4016,0.1,0.88
11/07/12,0.16,0.6,1341.449951,58.1967,0.13,0.64
12/07/12,0.22,0.53,1334.76001,54.918,0.15,0.46
13/07/12,0.53,0.33,1356.780029,60.6557,0.57,0.28
16/07/12,0.71,0.29,1353.640015,59.2213,0.62,0.23
17/07/12,0.82,0.33,1363.670044,60.2459,0.75,0.22
18/07/12,0.93,0.55,1372.780029,63.5246,0.92,0.42
19/07/12,0.77,0.8,1376.51001,65.1639,0.86,0.79
20/07/12,0.63,0.65,1362.660034,59.4262,0.57,0.5
23/07/12,0.27,0.64,1350.52002,55.9426,0.24,0.42
24/07/12,0.11,0.38,1338.310059,53.0738,0.07,0.25
25/07/12,0.06,0.52,1337.890015,53.2787,0.05,0.46
26/07/12,0.48,0.53,1360.02002,58.6066,0.52,0.45
27/07/12,0.9,0.87,1385.969971,65.7084,0.94,0.91
30/07/12,0.98,0.79,1385.300049,64.1393,0.96,0.85
31/07/12,0.93,0.59,1379.319946,62.3722,0.9,0.52
01/08/12,0.72,0.39,1375.319946,60.9407,0.72,0.3
02/08/12,0.22,0.46,1365,56.0327,0.1,0.36
03/08/12,0.54,0.92,1390.98999,63.8037,0.51,0.92
06/08/12,0.72,0.97,1394.22998,65.6442,0.8,0.99
07/08/12,0.84,0.98,1401.349976,71.1656,0.94,1
08/08/12,0.91,0.92,1402.219971,71.1656,1,0.97
09/08/12,0.67,0.7,1402.800049,72.8016,0.87,0.87
10/08/12,0.67,0.76,1405.869995,70.5521,0.81,0.86
13/08/12,0.51,0.82,1404.109985,70.1432,0.47,0.89
14/08/12,0.48,0.86,1403.930054,69.5297,0.45,0.92
15/08/12,0.5,0.91,1405.530029,70.3476,0.35,0.98
16/08/12,0.64,0.81,1415.51001,73.2106,0.73,0.91
