Dates,SP5,SP10,Price,LAST,MA5RANK,MA10RANK
15/03/91,0.39,0.45,373.589996,84.4758,0.24,0.189
18/03/91,0.5,0.11,372.109985,85.9155,0.41,0.135
19/03/91,0.06,0.07,366.589996,82.495,0.07,0.082
20/03/91,0.12,0.1,367.920013,81.4889,0.06,0.081
21/03/91,0.08,0.09,366.579987,78.672,0.03,0.07
22/03/91,0.14,0.13,367.480011,80.0805,0.03,0.12
25/03/91,0.6,0.29,369.829987,81.8914,0.31,0.14
26/03/91,0.81,0.37,376.299988,83.2998,0.47,0.14
27/03/91,0.82,0.37,375.350006,84.3058,0.73,0.2
28/03/91,0.77,0.35,375.220001,84.3058,0.65,0.24
01/04/91,0.45,0.24,371.299988,82.0202,0.38,0.14
02/04/91,0.57,0.74,379.5,85.0806,0.47,0.41
03/04/91,0.62,0.66,378.940002,84.9095,0.43,0.49
04/04/91,0.64,0.75,379.769989,85.3119,0.44,0.61
05/04/91,0.63,0.57,375.359985,83.2998,0.45,0.46
08/04/91,0.29,0.61,378.660004,85.1107,0.35,0.46
09/04/91,0.1,0.17,373.559998,82.6962,0.19,0.24
10/04/91,0.06,0.2,373.149994,82.0926,0.13,0.19
11/04/91,0.53,0.41,377.630005,83.7022,0.41,0.25
12/04/91,0.49,0.64,380.399994,84.4758,0.28,0.41
15/04/91,0.8,0.36,381.190002,84.507,0.52,0.27
16/04/91,0.97,0.62,387.619995,87.5252,0.75,0.45
17/04/91,0.93,0.67,390.450012,88.5312,0.7,0.52
18/04/91,0.81,0.77,388.459991,88.7324,0.68,0.61
19/04/91,0.54,0.51,384.200012,88.5081,0.66,0.54
22/04/91,0.06,0.55,380.950012,86.7203,0.25,0.56
23/04/91,0.03,0.6,381.76001,86.7203,0.22,0.57
24/04/91,0.12,0.48,382.76001,87.1227,0.24,0.53
25/04/91,0.15,0.21,379.25,84.9095,0.12,0.31
26/04/91,0.27,0.19,379.019989,85.5131,0.26,0.33
29/04/91,0.04,0.04,373.660004,83.2998,0.13,0.14
30/04/91,0.07,0.03,375.339996,84.2742,0.16,0.14
01/05/91,0.44,0.13,380.290009,86.2348,0.52,0.2
02/05/91,0.48,0.18,380.519989,86.4646,0.49,0.24
03/05/91,0.77,0.31,380.799988,86.2348,0.67,0.32
06/05/91,0.67,0.24,380.079987,86.4646,0.61,0.33
07/05/91,0.24,0.17,377.320007,85.4545,0.31,0.27
08/05/91,0.29,0.31,378.51001,86.4372,0.41,0.43
09/05/91,0.55,0.54,383.25,87.247,0.5,0.44
10/05/91,0.2,0.45,375.73999,84.6154,0.23,0.42
13/05/91,0.35,0.39,376.76001,84.413,0.29,0.35
14/05/91,0.09,0.11,371.619995,81.1741,0.06,0.14
15/05/91,0.01,0.09,368.570007,80.9717,0.03,0.12
16/05/91,0.25,0.13,372.190002,81.7814,0.18,0.16
17/05/91,0.22,0.18,372.390015,82.5911,0.27,0.2
20/05/91,0.45,0.22,372.279999,81.1741,0.45,0.17
21/05/91,0.75,0.26,375.350006,82.1862,0.56,0.19
22/05/91,0.64,0.19,376.190002,82.9959,0.55,0.19
23/05/91,0.56,0.37,374.959991,81.5789,0.34,0.27
24/05/91,0.69,0.42,377.48999,83.4008,0.64,0.36
28/05/91,0.74,0.71,381.940002,85.3955,0.7,0.67
29/05/91,0.74,0.81,382.790009,86.0041,0.69,0.69
30/05/91,0.89,0.81,386.959991,87.4239,0.82,0.71
31/05/91,0.9,0.85,389.829987,90.0406,0.83,0.73
03/06/91,0.68,0.81,388.059998,91.0569,0.79,0.76
04/06/91,0.62,0.73,387.73999,91.8699,0.81,0.75
05/06/91,0.27,0.62,385.089996,91.4634,0.68,0.72
06/06/91,0.09,0.59,383.630005,90.6504,0.43,0.74
07/06/91,0.02,0.4,379.429993,89.4309,0.22,0.66
10/06/91,0.01,0.17,378.570007,88.8211,0.11,0.57
11/06/91,0.2,0.22,381.049988,89.2276,0.17,0.53
12/06/91,0.08,0.03,376.649994,86.9919,0.07,0.31
13/06/91,0.32,0.02,377.630005,87.1951,0.18,0.18
14/06/91,0.58,0.13,382.290009,87.8049,0.31,0.16
17/06/91,0.35,0.12,380.130005,86.3821,0.14,0.04
18/06/91,0.47,0.14,378.589996,85.5691,0.29,0.01
19/06/91,0.27,0.08,375.089996,83.3333,0.07,0.01
20/06/91,0.1,0.21,375.420013,83.5366,0.05,0.02
21/06/91,0.29,0.34,377.75,83.5366,0.16,0.09
24/06/91,0.06,0.05,370.940002,79.8781,0.03,0
25/06/91,0.21,0.17,370.649994,80.4878,0.17,0.03
26/06/91,0.26,0.17,371.589996,80.0407,0.12,0.03
27/06/91,0.3,0.13,374.399994,81.0976,0.24,0.04
28/06/91,0.45,0.07,371.160004,80.2846,0.54,0.06
01/07/91,0.83,0.43,377.920013,83.5366,0.77,0.35
02/07/91,0.77,0.57,377.470001,81.3008,0.63,0.36
03/07/91,0.42,0.34,373.329987,79.065,0.3,0.16
05/07/91,0.62,0.28,374.079987,79.6296,0.45,0.23
08/07/91,0.46,0.68,377.940002,81.7073,0.32,0.6
09/07/91,0.41,0.66,376.109985,81.5041,0.56,0.55
10/07/91,0.61,0.63,375.73999,81.7073,0.78,0.59
11/07/91,0.65,0.61,376.970001,81.3387,0.71,0.51
12/07/91,0.6,0.83,380.25,83.3671,0.7,0.71
15/07/91,0.83,0.67,382.390015,83.57,0.74,0.5
16/07/91,0.8,0.64,381.540009,84.3813,0.78,0.71
17/07/91,0.73,0.77,381.179993,83.7728,0.75,0.84
18/07/91,0.76,0.91,385.369995,84.3813,0.61,0.84
19/07/91,0.53,0.71,384.220001,84.1785,0.56,0.63
22/07/91,0.48,0.71,382.880005,82.5558,0.29,0.55
23/07/91,0.36,0.61,379.420013,81.7073,0.26,0.47
24/07/91,0.12,0.5,378.640015,79.9189,0.06,0.39
25/07/91,0.3,0.46,380.959991,80.2846,0.09,0.29
26/07/91,0.35,0.37,380.929993,78.8618,0.11,0.16
29/07/91,0.71,0.49,383.149994,78.8618,0.19,0.11
30/07/91,0.93,0.7,386.690002,80.8943,0.64,0.33
31/07/91,0.88,0.6,387.809998,82.3171,0.78,0.37
01/08/91,0.83,0.62,387.119995,80.3245,0.73,0.28
02/08/91,0.72,0.69,387.179993,80.9717,0.8,0.45
05/08/91,0.38,0.74,385.059998,77.7328,0.17,0.25
06/08/91,0.62,0.92,390.619995,80.7302,0.38,0.62
07/08/91,0.67,0.87,390.559998,80.5668,0.55,0.6
08/08/91,0.55,0.79,389.320007,77.9352,0.19,0.49
09/08/91,0.54,0.62,387.119995,77.1255,0.49,0.44
12/08/91,0.29,0.46,388.019989,77.9352,0.25,0.34
13/08/91,0.4,0.52,389.619995,78.9047,0.36,0.3
14/08/91,0.45,0.59,389.899994,76.9231,0.44,0.3
15/08/91,0.55,0.54,389.329987,76.3158,0.44,0.14
16/08/91,0.28,0.4,385.579987,73.4818,0.04,0.21
19/08/91,0.01,0.01,376.470001,65.9919,0,0
20/08/91,0.02,0.05,379.429993,68.2186,0.01,0.01
21/08/91,0.5,0.45,390.589996,74.4939,0.35,0.3
22/08/91,0.82,0.64,391.329987,75.9109,0.84,0.48
23/08/91,1,0.73,394.170013,78.499,1,0.63
26/08/91,0.98,0.65,393.850006,77.1255,0.99,0.44
27/08/91,0.63,0.6,393.059998,76.5182,0.76,0.57
28/08/91,0.79,0.79,396.640015,80.1619,0.91,0.86
29/08/91,0.59,0.92,396.470001,79.7571,0.68,0.95
30/08/91,0.51,1,395.429993,78.5425,0.7,1
03/09/91,0.41,0.94,392.149994,76.9231,0.57,0.96
04/09/91,0.13,0.38,389.970001,74.6964,0.04,0.59
05/09/91,0.09,0.28,389.140015,72.6721,0.02,0.33
06/09/91,0.16,0.22,389.100006,72.6721,0.04,0.1
09/09/91,0.25,0.22,388.570007,71.8053,0.08,0.14
10/09/91,0.19,0.12,384.559998,67.4089,0.02,0.03
11/09/91,0.24,0.05,385.089996,67.2065,0.07,0.01
12/09/91,0.41,0.09,387.339996,69.4332,0.21,0.03
13/09/91,0.19,0.05,383.589996,65.9919,0.06,0.02
16/09/91,0.54,0.22,385.779999,67.2065,0.57,0.05
17/09/91,0.5,0.3,385.5,65.7201,0.46,0.08
18/09/91,0.47,0.36,386.940002,65.7895,0.19,0.11
19/09/91,0.75,0.41,387.559998,66.3968,0.61,0.14
20/09/91,0.61,0.46,387.920013,66.7343,0.55,0.24
23/09/91,0.48,0.53,385.920013,65.1116,0.53,0.49
24/09/91,0.51,0.63,387.709991,66.1258,0.61,0.59
25/09/91,0.43,0.45,386.880005,64.0974,0.32,0.22
26/09/91,0.38,0.64,386.48999,64.0974,0.31,0.53
27/09/91,0.47,0.45,385.899994,63.4888,0.45,0.39
30/09/91,0.48,0.58,387.859985,65.1822,0.53,0.63
01/10/91,0.66,0.57,389.200012,65.3846,0.76,0.66
02/10/91,0.58,0.45,388.26001,63.7652,0.59,0.5
03/10/91,0.36,0.29,384.470001,60.9312,0.32,0.19
04/10/91,0.12,0.26,381.25,58.9069,0.05,0.15
07/10/91,0.03,0.13,379.5,56.2753,0.01,0.05
08/10/91,0.06,0.19,380.670013,56.8826,0.05,0.11
09/10/91,0.05,0.07,376.799988,54.0486,0.06,0.05
10/10/91,0.42,0.22,380.549988,55.4656,0.23,0.11
11/10/91,0.6,0.17,381.450012,56.4777,0.61,0.11
14/10/91,0.86,0.32,386.470001,59.5142,0.87,0.24
15/10/91,0.98,0.63,391.01001,64.3725,0.99,0.75
16/10/91,0.96,0.84,392.799988,65.9919,0.99,0.9
17/10/91,0.94,0.9,391.920013,66.5992,0.97,0.94
18/10/91,0.86,0.95,392.5,65.587,0.94,0.97
21/10/91,0.39,0.88,390.019989,62.9555,0.5,0.9
22/10/91,0.18,0.92,387.829987,61.5385,0.15,0.92
23/10/91,0.22,0.82,387.940002,61.9433,0.14,0.91
24/10/91,0.08,0.66,385.070007,58.502,0.04,0.79
25/10/91,0.17,0.32,384.200012,57.6923,0.14,0.56
28/10/91,0.61,0.38,389.519989,60.3239,0.55,0.37
29/10/91,0.78,0.4,391.480011,62.3482,0.7,0.42
30/10/91,0.94,0.5,392.959991,61.7409,0.93,0.33
31/10/91,0.95,0.45,392.450012,63.1579,0.94,0.54
01/11/91,0.59,0.51,391.320007,60.0406,0.62,0.51
04/11/91,0.36,0.61,390.279999,59.8377,0.37,0.64
05/11/91,0.18,0.47,388.709991,56.5923,0.15,0.29
06/11/91,0.27,0.77,389.970001,59.2292,0.22,0.79
07/11/91,0.7,0.91,393.720001,61.2576,0.74,0.88
08/11/91,0.72,0.66,392.890015,60.8519,0.72,0.75
11/11/91,0.81,0.5,393.119995,60.8519,0.93,0.62
12/11/91,0.9,0.68,396.73999,64.503,0.93,0.85
13/11/91,0.75,0.76,397.410004,64.503,0.9,0.8
14/11/91,0.79,0.79,397.149994,62.8803,0.79,0.85
15/11/91,0.01,0.1,382.619995,51.0163,0.01,0.1
18/11/91,0.01,0.2,385.23999,52.0325,0.01,0.3
19/11/91,0,0.04,379.420013,45.6389,0,0.01
20/11/91,0,0,378.529999,45.2333,0.01,0
21/11/91,0.25,0.02,380.059998,45.2333,0.15,0.01
22/11/91,0.07,0,376.140015,42.5963,0.05,0
25/11/91,0.21,0,375.339996,41.0569,0.23,0
26/11/91,0.43,0.01,377.959991,43.6992,0.48,0.01
27/11/91,0.25,0.01,376.549988,42.8862,0.4,0.02
29/11/91,0.4,0.16,375.220001,40.8907,0.45,0.12
02/12/91,0.88,0.25,381.399994,44.2191,0.88,0.21
03/12/91,0.72,0.5,380.959991,45.0505,0.75,0.67
04/12/91,0.73,0.51,380.070007,45.6566,0.87,0.75
05/12/91,0.64,0.29,377.390015,41.6162,0.69,0.44
06/12/91,0.31,0.67,379.100006,41.6162,0.38,0.67
09/12/91,0.27,0.67,378.26001,40.6061,0.27,0.71
10/12/91,0.33,0.4,377.899994,41.0101,0.23,0.53
11/12/91,0.51,0.48,377.700012,40.6061,0.57,0.57
12/12/91,0.71,0.86,381.549988,43.2323,0.8,0.87
13/12/91,0.9,0.71,384.470001,45.2525,0.92,0.84
16/12/91,0.9,0.73,384.459991,45.0505,0.89,0.75
17/12/91,0.82,0.63,382.73999,42.4242,0.78,0.49
18/12/91,0.58,0.84,383.480011,44.0404,0.68,0.87
19/12/91,0.32,0.71,382.519989,42.2222,0.34,0.79
20/12/91,0.71,0.9,387.040009,45.2525,0.61,0.91
23/12/91,0.97,0.99,396.820007,52.7273,0.97,0.99
24/12/91,0.99,1,399.329987,55.7576,0.99,1
26/12/91,1,1,404.839996,59.798,1,1
27/12/91,0.99,0.99,406.459991,63.4343,1,1
30/12/91,0.98,1,415.140015,69.2929,0.98,1
31/12/91,0.97,1,417.089996,71.7172,0.97,1
02/01/92,0.91,0.99,417.26001,72.6166,0.96,0.99
03/01/92,0.91,1,419.339996,73.2252,0.89,1
06/01/92,0.69,0.97,417.959991,72.8195,0.8,0.97
07/01/92,0.46,0.92,417.399994,72.9675,0.65,0.95
08/01/92,0.5,0.89,418.100006,75.4564,0.76,0.94
09/01/92,0.33,0.87,417.609985,75.8621,0.74,0.91
10/01/92,0.25,0.79,415.100006,74.4422,0.68,0.87
13/01/92,0.24,0.35,414.339996,73.428,0.57,0.77
14/01/92,0.63,0.62,420.440002,77.7328,0.71,0.79
15/01/92,0.7,0.65,420.769989,79.9595,0.81,0.82
16/01/92,0.7,0.34,418.209991,82.3887,0.87,0.85
17/01/92,0.78,0.44,418.859985,82.5911,0.89,0.86
20/01/92,0.18,0.35,416.359985,80.1619,0.71,0.79
21/01/92,0.06,0.18,412.640015,77.3279,0.31,0.64
22/01/92,0.45,0.44,418.130005,79.716,0.3,0.71
23/01/92,0.23,0.41,414.959991,78.1376,0.23,0.71
24/01/92,0.42,0.5,415.480011,76.8763,0.29,0.7
27/01/92,0.65,0.19,414.98999,78.9474,0.67,0.63
28/01/92,0.25,0.18,414.959991,78.5425,0.45,0.49
29/01/92,0.16,0.13,410.339996,76.1134,0.38,0.22
30/01/92,0.22,0.16,411.619995,76.7207,0.52,0.25
31/01/92,0.11,0.15,408.779999,75.2016,0.23,0.31
03/02/92,0.13,0.29,409.529999,75.8065,0.28,0.47
04/02/92,0.73,0.25,413.850006,76.8145,0.58,0.38
05/02/92,0.61,0.37,413.839996,77.8226,0.61,0.55
06/02/92,0.81,0.32,413.820007,77.2177,0.69,0.56
07/02/92,0.52,0.23,411.089996,77.0161,0.6,0.41
10/02/92,0.43,0.35,413.769989,78.2258,0.64,0.53
11/02/92,0.44,0.7,413.76001,78.8306,0.56,0.68
12/02/92,0.72,0.76,417.130005,81.0484,0.8,0.75
13/02/92,0.66,0.74,413.690002,78.2696,0.6,0.69
14/02/92,0.35,0.62,412.480011,77.8672,0.42,0.63
18/02/92,0.11,0.14,407.380005,75.0503,0.2,0.39
19/02/92,0.06,0.18,408.26001,74.4467,0.09,0.28
20/02/92,0.48,0.43,413.899994,77.9116,0.43,0.56
21/02/92,0.38,0.44,411.429993,75.9519,0.34,0.42
24/02/92,0.79,0.33,412.269989,76.9539,0.67,0.42
25/02/92,0.58,0.28,410.450012,74.9499,0.5,0.25
26/02/92,0.51,0.33,415.350006,76.7535,0.4,0.24
27/02/92,0.62,0.46,413.859985,76.6,0.5,0.39
28/02/92,0.48,0.46,412.700012,77.1543,0.44,0.45
02/03/92,0.55,0.75,412.450012,76.5531,0.62,0.6
03/03/92,0.27,0.71,412.850006,76.7535,0.42,0.63
04/03/92,0.14,0.19,409.329987,75.3507,0.33,0.29
05/03/92,0.1,0.18,406.51001,74.1483,0.21,0.33
06/03/92,0.07,0.08,404.440002,72.1443,0.16,0.16
09/03/92,0.08,0.18,405.209991,72.7455,0.17,0.3
10/03/92,0.32,0.07,406.890015,73.5471,0.32,0.24
11/03/92,0.31,0.07,404.029999,69.1383,0.1,0.1
12/03/92,0.45,0.08,403.890015,70.1403,0.32,0.11
13/03/92,0.53,0.16,405.839996,69.1383,0.22,0.11
16/03/92,0.45,0.18,406.390015,70.1403,0.23,0.13
17/03/92,0.86,0.5,409.579987,71.3427,0.74,0.23
18/03/92,0.85,0.63,409.149994,72.1443,0.71,0.37
19/03/92,0.78,0.81,409.799988,73.2932,0.86,0.63
20/03/92,0.82,0.84,411.299988,73.7475,0.82,0.61
23/03/92,0.48,0.66,409.910004,72.3447,0.53,0.46
24/03/92,0.42,0.75,408.880005,72.6908,0.48,0.76
25/03/92,0.31,0.72,407.519989,69.5391,0.17,0.48
26/03/92,0.21,0.57,407.859985,70.1403,0.19,0.59
27/03/92,0.09,0.32,403.5,67.1343,0.07,0.27
30/03/92,0.13,0.17,403,66.3327,0.06,0.17
31/03/92,0.21,0.22,403.690002,67.9359,0.36,0.21
01/04/92,0.22,0.22,404.230011,67.3347,0.25,0.15
02/04/92,0.27,0.06,400.5,63.9279,0.23,0.08
03/04/92,0.39,0.11,401.549988,64.1283,0.32,0.1
06/04/92,0.6,0.36,405.589996,66.7335,0.41,0.18
07/04/92,0.13,0.09,398.059998,61.523,0.07,0.11
08/04/92,0.14,0.05,394.5,56.1122,0.05,0.06
09/04/92,0.45,0.41,400.640015,60.521,0.21,0.17
10/04/92,0.41,0.61,404.290009,64.1283,0.32,0.39
13/04/92,0.92,0.64,406.079987,63.9279,0.78,0.28
14/04/92,0.97,0.86,412.390015,69.3387,0.96,0.69
15/04/92,0.94,0.89,416.279999,72.3447,0.94,0.85
16/04/92,0.9,0.88,416.040009,74.5491,0.92,0.87
20/04/92,0.78,0.75,410.179993,69.0763,0.87,0.7
21/04/92,0.32,0.86,410.26001,67.1343,0.29,0.8
22/04/92,0.04,0.88,409.809998,65.7948,0.02,0.85
23/04/92,0.15,0.84,411.600006,66.5996,0,0.8
24/04/92,0.39,0.72,409.019989,66.5996,0.3,0.68
27/04/92,0.35,0.55,408.450012,65.7948,0.38,0.6
28/04/92,0.44,0.28,409.109985,65.996,0.49,0.23
29/04/92,0.55,0.25,412.019989,66.8008,0.49,0.13
30/04/92,0.86,0.39,414.950012,70.825,0.85,0.22
01/05/92,0.77,0.55,412.529999,69.4165,0.8,0.5
04/05/92,0.88,0.8,416.910004,72.4346,0.87,0.77
05/05/92,0.78,0.8,416.839996,72.6358,0.86,0.8
06/05/92,0.57,0.73,416.790009,72.2892,0.61,0.77
07/05/92,0.72,0.79,415.850006,72.2892,0.75,0.76
08/05/92,0.41,0.8,416.049988,72.0884,0.42,0.79
11/05/92,0.58,0.83,418.48999,72.49,0.44,0.79
12/05/92,0.44,0.64,416.290009,70.2811,0.31,0.65
13/05/92,0.55,0.52,416.450012,70.8835,0.36,0.45
14/05/92,0.25,0.49,413.140015,67.4699,0.08,0.32
15/05/92,0.01,0.11,410.089996,64.257,0,0.03
18/05/92,0.22,0.27,412.809998,66.3984,0.13,0.11
19/05/92,0.49,0.44,416.369995,69.0763,0.36,0.27
20/05/92,0.69,0.44,415.390015,68.2731,0.59,0.21
21/05/92,0.73,0.29,412.600006,65.8635,0.69,0.12
22/05/92,0.61,0.25,414.019989,67.2691,0.6,0.17
26/05/92,0.14,0.24,411.410004,64.4578,0.09,0.16
27/05/92,0.25,0.27,412.170013,65.6627,0.29,0.19
28/05/92,0.87,0.72,416.73999,68.6747,0.83,0.61
29/05/92,0.64,0.82,415.350006,68.4739,0.66,0.79
01/06/92,0.94,0.75,417.299988,69.2153,0.92,0.72
02/06/92,0.62,0.38,413.5,67.1371,0.71,0.41
03/06/92,0.35,0.48,414.589996,66.5323,0.34,0.45
04/06/92,0.36,0.6,413.26001,65.7258,0.26,0.56
05/06/92,0.22,0.49,413.480011,65.5936,0.18,0.46
08/06/92,0.51,0.65,413.359985,65.121,0.38,0.61
09/06/92,0.16,0.4,410.059998,62.173,0.13,0.3
10/06/92,0.11,0.03,407.25,59.1549,0.04,0.02
11/06/92,0.2,0.17,409.049988,60.5634,0.09,0.06
12/06/92,0.26,0.11,409.76001,62.5755,0.36,0.1
15/06/92,0.59,0.38,410.290009,62.173,0.59,0.24
16/06/92,0.64,0.19,408.320007,60.9658,0.81,0.2
17/06/92,0.04,0.01,402.26001,54.9296,0.08,0.01
18/06/92,0.01,0.01,400.959991,54.1247,0,0.01
19/06/92,0.06,0.05,403.670013,55.332,0.04,0.04
22/06/92,0.18,0.17,403.399994,54.7284,0.09,0.11
23/06/92,0.71,0.4,404.040009,53.9235,0.53,0.25
24/06/92,0.8,0.26,403.839996,54.9296,0.68,0.22
25/06/92,0.47,0.15,403.119995,53.9235,0.47,0.06
26/06/92,0.55,0.13,403.450012,55.1308,0.62,0.14
29/06/92,0.89,0.62,408.940002,59.3561,0.95,0.58
30/06/92,0.86,0.88,408.140015,59.0726,0.9,0.87
01/07/92,0.97,0.96,412.880005,63.0303,0.97,0.98
02/07/92,0.96,0.92,411.769989,62.2222,0.96,0.96
06/07/92,0.88,0.94,413.839996,61.8182,0.82,0.96
07/07/92,0.61,0.8,409.160004,58.4677,0.53,0.86
08/07/92,0.3,0.86,410.279999,58.0645,0.15,0.81
09/07/92,0.76,0.95,414.230011,61.6935,0.55,0.96
10/07/92,0.61,0.95,414.619995,62.0968,0.64,0.94
13/07/92,0.91,0.82,414.869995,62.9032,0.9,0.8
14/07/92,0.93,0.91,417.679993,64.5161,0.95,0.85
15/07/92,0.75,0.68,417.100006,64.3145,0.81,0.69
16/07/92,0.76,0.79,417.540009,63.9113,0.75,0.7
17/07/92,0.57,0.57,415.619995,63.7097,0.67,0.71
20/07/92,0.19,0.69,413.75,62.7016,0.41,0.82
21/07/92,0.26,0.63,413.76001,62.2984,0.39,0.81
22/07/92,0.06,0.34,410.929993,60.8871,0.28,0.54
23/07/92,0.25,0.42,412.079987,61.8952,0.43,0.56
24/07/92,0.37,0.37,411.600006,62.5,0.57,0.56
27/07/92,0.36,0.22,411.540009,60.8871,0.48,0.38
28/07/92,0.92,0.51,417.519989,65.7258,0.9,0.67
29/07/92,0.97,0.72,422.230011,69.7581,0.96,0.88
30/07/92,0.98,0.89,423.920013,71.7742,0.97,0.96
31/07/92,0.98,0.92,424.209991,70.9091,0.97,0.96
03/08/92,0.9,0.95,425.089996,70.303,0.85,0.94
04/08/92,0.66,0.97,424.359985,69.899,0.55,0.98
05/08/92,0.36,0.88,422.190002,69.2929,0.31,0.91
06/08/92,0.2,0.85,420.589996,69.0909,0.38,0.86
07/08/92,0.07,0.8,418.880005,68.0808,0.31,0.9
10/08/92,0.13,0.49,419.420013,68.0162,0.38,0.63
11/08/92,0.28,0.26,418.899994,65.7895,0.22,0.31
12/08/92,0.32,0.16,417.779999,64.8485,0.17,0.13
13/08/92,0.45,0.14,417.730011,63.6364,0.16,0.12
14/08/92,0.57,0.22,419.910004,64.2424,0.2,0.19
17/08/92,0.67,0.28,420.73999,64.8485,0.54,0.29
18/08/92,0.77,0.43,421.339996,66.2626,0.7,0.41
19/08/92,0.54,0.41,418.190002,62.9555,0.53,0.19
20/08/92,0.39,0.45,418.26001,62.9555,0.49,0.3
21/08/92,0.1,0.23,414.850006,61.4141,0.22,0.17
24/08/92,0,0.08,410.720001,55.8704,0,0.03
25/08/92,0.06,0.17,411.609985,55.3535,0.05,0.07
26/08/92,0.16,0.26,413.51001,58.7879,0.19,0.34
27/08/92,0.4,0.13,413.529999,59.596,0.41,0.34
28/08/92,0.79,0.19,414.839996,61.4141,0.89,0.4
31/08/92,0.69,0.07,414.029999,60.202,0.86,0.2
01/09/92,0.71,0.4,416.070007,60.6061,0.73,0.43
02/09/92,0.81,0.48,417.980011,63.8384,0.81,0.56
03/09/92,0.73,0.6,417.980011,64.3725,0.77,0.67
04/09/92,0.73,0.75,417.079987,62.0202,0.72,0.82
08/09/92,0.38,0.59,414.440002,57.7778,0.24,0.63
09/09/92,0.39,0.6,416.359985,59.798,0.18,0.55
10/09/92,0.66,0.78,419.950012,63.0303,0.46,0.69
11/09/92,0.71,0.7,419.579987,62.2222,0.61,0.54
14/09/92,0.98,0.96,425.269989,69.899,1,1
15/09/92,0.78,0.64,419.769989,63.6364,0.81,0.68
16/09/92,0.46,0.56,419.920013,64.2424,0.66,0.53
17/09/92,0.48,0.58,419.929993,63.2323,0.64,0.47
18/09/92,0.28,0.76,422.929993,65.6566,0.14,0.73
21/09/92,0.66,0.86,422.140015,63.8384,0.56,0.83
22/09/92,0.27,0.51,417.140015,59.596,0.1,0.48
23/09/92,0.29,0.36,417.440002,59.798,0.24,0.36
24/09/92,0.15,0.4,418.470001,61.0101,0.1,0.45
25/09/92,0.03,0.02,414.350006,57.9798,0.07,0
28/09/92,0.45,0.35,416.619995,58.7879,0.51,0.3
29/09/92,0.44,0.36,416.799988,58.9899,0.51,0.24
30/09/92,0.44,0.41,417.799988,60.202,0.51,0.41
01/10/92,0.67,0.12,416.290009,57.7778,0.57,0.1
02/10/92,0.09,0.01,410.470001,54.0486,0.11,0.04
05/10/92,0.01,0.05,407.570007,49.7976,0.01,0.04
06/10/92,0,0.04,407.179993,49.5951,0,0.03
07/10/92,0,0,404.25,47.166,0,0
08/10/92,0.32,0.16,407.75,50,0.22,0.12
09/10/92,0.17,0.01,402.660004,46.1538,0.25,0.01
12/10/92,0.54,0.1,407.440002,49.7976,0.63,0.12
13/10/92,0.89,0.11,409.299988,50.8097,0.83,0.12
14/10/92,0.65,0.15,409.369995,50.2024,0.63,0.18
15/10/92,0.92,0.51,409.600006,50.6073,0.87,0.43
16/10/92,0.83,0.71,411.730011,52.834,0.81,0.74
19/10/92,0.88,0.87,414.980011,57.8947,0.94,0.97
20/10/92,0.9,0.96,415.480011,59.3117,0.97,1
21/10/92,0.89,0.86,415.670013,58.7045,0.95,0.96
22/10/92,0.77,0.99,414.899994,57.8947,0.88,0.99
23/10/92,0.44,0.81,414.100006,59.5142,0.7,0.98
26/10/92,0.71,0.87,418.160004,62.753,0.78,0.99
27/10/92,0.71,0.88,418.48999,62.753,0.8,1
28/10/92,0.86,0.92,420.130005,64.3725,0.91,1
29/10/92,0.91,0.87,420.859985,64.9798,0.88,0.98
30/10/92,0.52,0.62,418.679993,62.5506,0.5,0.74
02/11/92,0.78,0.77,422.75,64.7773,0.7,0.75
03/11/92,0.43,0.64,419.920013,63.5628,0.42,0.73
04/11/92,0.19,0.55,417.109985,63.7652,0.39,0.76
05/11/92,0.43,0.63,418.339996,63.9676,0.64,0.69
06/11/92,0.13,0.45,417.579987,63.5628,0.4,0.5
09/11/92,0.36,0.46,418.589996,62.9555,0.47,0.47
10/11/92,0.55,0.39,418.619995,63.3603,0.49,0.42
11/11/92,0.76,0.49,422.200012,65.587,0.65,0.48
12/11/92,0.85,0.61,422.869995,65.9919,0.7,0.63
13/11/92,0.74,0.42,422.429993,65.9919,0.73,0.51
16/11/92,0.58,0.46,420.679993,64.5749,0.6,0.5
17/11/92,0.21,0.52,419.269989,64.3725,0.35,0.45
18/11/92,0.44,0.64,422.850006,67.0041,0.58,0.6
19/11/92,0.53,0.72,423.609985,68.0162,0.68,0.68
20/11/92,0.87,0.81,426.649994,70.2429,0.89,0.83
23/11/92,0.87,0.75,425.119995,69.8381,0.87,0.78
24/11/92,0.81,0.68,427.589996,70.4453,0.76,0.71
25/11/92,0.85,0.73,429.190002,72.4696,0.82,0.79
27/11/92,0.73,0.81,430.160004,73.8866,0.76,0.86
30/11/92,0.91,0.93,431.350006,74.4939,0.84,0.94
01/12/92,0.7,0.98,430.779999,74.8479,0.79,0.94
02/12/92,0.49,0.77,429.890015,74.0891,0.6,0.8
03/12/92,0.41,0.71,429.910004,73.8866,0.47,0.73
04/12/92,0.51,0.68,432.059998,75.3036,0.54,0.7
07/12/92,0.81,0.91,435.309998,76.7207,0.67,0.79
08/12/92,0.95,0.89,436.98999,77.7328,0.75,0.82
09/12/92,0.86,0.73,435.649994,76.7677,0.69,0.62
