NHMNL5,NHMNL10,Dates,SP5,SP10,Price
0.86,0.49,24/06/92,0.8,0.26,403.839996
0.46,0.31,25/06/92,0.47,0.15,403.119995
0.86,0.45,26/06/92,0.55,0.13,403.450012
0.85,0.55,29/06/92,0.89,0.62,408.940002
0.91,0.88,30/06/92,0.86,0.88,408.140015
0.98,0.93,01/07/92,0.97,0.96,412.880005
0.98,0.91,02/07/92,0.96,0.92,411.769989
0.8,0.9,06/07/92,0.88,0.94,413.839996
0.89,0.9,07/07/92,0.61,0.8,409.160004
0.27,0.75,08/07/92,0.3,0.86,410.279999
0.45,0.92,09/07/92,0.76,0.95,414.230011
0.82,0.89,10/07/92,0.61,0.95,414.619995
0.72,0.85,13/07/92,0.91,0.82,414.869995
0.9,0.79,14/07/92,0.93,0.91,417.679993
0.76,0.75,15/07/92,0.75,0.68,417.100006
0.51,0.49,16/07/92,0.76,0.79,417.540009
0.21,0.55,17/07/92,0.57,0.57,415.619995
0.08,0.29,20/07/92,0.19,0.69,413.75
0.05,0.59,21/07/92,0.26,0.63,413.76001
0.1,0.28,22/07/92,0.06,0.34,410.929993
0.35,0.32,23/07/92,0.25,0.42,412.079987
0.58,0.21,24/07/92,0.37,0.37,411.600006
0.64,0.36,27/07/92,0.36,0.22,411.540009
0.98,0.6,28/07/92,0.92,0.51,417.519989
1,0.94,29/07/92,0.97,0.72,422.230011
0.95,0.83,30/07/92,0.98,0.89,423.920013
0.97,0.94,31/07/92,0.98,0.92,424.209991
0.52,0.87,03/08/92,0.9,0.95,425.089996
0,0.92,04/08/92,0.66,0.97,424.359985
0.25,0.76,05/08/92,0.36,0.88,422.190002
0,0.69,06/08/92,0.2,0.85,420.589996
0.06,0.56,07/08/92,0.07,0.8,418.880005
0,0.13,10/08/92,0.13,0.49,419.420013
0.32,0.05,11/08/92,0.28,0.26,418.899994
0.48,0.25,12/08/92,0.32,0.16,417.779999
0.42,0.11,13/08/92,0.45,0.14,417.730011
0.76,0.22,14/08/92,0.57,0.22,419.910004
0.75,0.32,17/08/92,0.67,0.28,420.73999
0.54,0.39,18/08/92,0.77,0.43,421.339996
0.42,0.36,19/08/92,0.54,0.41,418.190002
0.22,0.33,20/08/92,0.39,0.45,418.26001
0.15,0.63,21/08/92,0.1,0.23,414.850006
0,0.07,24/08/92,0,0.08,410.720001
0.06,0.14,25/08/92,0.06,0.17,411.609985
0.32,0.3,26/08/92,0.16,0.26,413.51001
0.41,0.38,27/08/92,0.4,0.13,413.529999
0.96,0.29,28/08/92,0.79,0.19,414.839996
0.91,0.44,31/08/92,0.69,0.07,414.029999
0.84,0.54,01/09/92,0.71,0.4,416.070007
0.65,0.7,02/09/92,0.81,0.48,417.980011
0.67,0.66,03/09/92,0.73,0.6,417.980011
0.56,0.93,04/09/92,0.73,0.75,417.079987
0.49,0.84,08/09/92,0.38,0.59,414.440002
0.32,0.71,09/09/92,0.39,0.6,416.359985
0.46,0.66,10/09/92,0.66,0.78,419.950012
0.66,0.68,11/09/92,0.71,0.7,419.579987
0.95,0.86,14/09/92,0.98,0.96,425.269989
0.47,0.45,15/09/92,0.78,0.64,419.769989
0.17,0.31,16/09/92,0.46,0.56,419.920013
0.14,0.29,17/09/92,0.48,0.58,419.929993
0.02,0.4,18/09/92,0.28,0.76,422.929993
0.48,0.46,21/09/92,0.66,0.86,422.140015
0.33,0.33,22/09/92,0.27,0.51,417.140015
0.26,0.15,23/09/92,0.29,0.36,417.440002
0.32,0.22,24/09/92,0.15,0.4,418.470001
0.34,0.03,25/09/92,0.03,0.02,414.350006
0.32,0.23,28/09/92,0.45,0.35,416.619995
0.69,0.44,29/09/92,0.44,0.36,416.799988
0.63,0.53,30/09/92,0.44,0.41,417.799988
0.55,0.39,01/10/92,0.67,0.12,416.290009
0.34,0.14,02/10/92,0.09,0.01,410.470001
0,0.01,05/10/92,0.01,0.05,407.570007
0.28,0.54,06/10/92,0,0.04,407.179993
0.33,0.39,07/10/92,0,0,404.25
0.72,0.36,08/10/92,0.32,0.16,407.75
0.99,0.47,09/10/92,0.17,0.01,402.660004
0.51,0.43,12/10/92,0.54,0.1,407.440002
0.59,0.37,13/10/92,0.89,0.11,409.299988
0.58,0.37,14/10/92,0.65,0.15,409.369995
0.87,0.84,15/10/92,0.92,0.51,409.600006
0.61,1,16/10/92,0.83,0.71,411.730011
0.9,0.86,19/10/92,0.88,0.87,414.980011
0.9,0.88,20/10/92,0.9,0.96,415.480011
0.57,0.71,21/10/92,0.89,0.86,415.670013
0.73,0.85,22/10/92,0.77,0.99,414.899994
0.22,0.69,23/10/92,0.44,0.81,414.100006
0.16,0.68,26/10/92,0.71,0.87,418.160004
0.65,0.77,27/10/92,0.71,0.88,418.48999
0.56,0.66,28/10/92,0.86,0.92,420.130005
0.82,0.85,29/10/92,0.91,0.87,420.859985
0.56,0.4,30/10/92,0.52,0.62,418.679993
0.67,0.42,02/11/92,0.78,0.77,422.75
0.66,0.68,03/11/92,0.43,0.64,419.920013
0.31,0.62,04/11/92,0.19,0.55,417.109985
0.63,0.66,05/11/92,0.43,0.63,418.339996
0.58,0.69,06/11/92,0.13,0.45,417.579987
0.68,0.75,09/11/92,0.36,0.46,418.589996
0.83,0.82,10/11/92,0.55,0.39,418.619995
0.89,0.77,11/11/92,0.76,0.49,422.200012
0.67,0.83,12/11/92,0.85,0.61,422.869995
0.38,0.61,13/11/92,0.74,0.42,422.429993
0.12,0.44,16/11/92,0.58,0.46,420.679993
0.03,0.3,17/11/92,0.21,0.52,419.269989
0.1,0.41,18/11/92,0.44,0.64,422.850006
0.49,0.56,19/11/92,0.53,0.72,423.609985
0.9,0.78,20/11/92,0.87,0.81,426.649994
0.86,0.32,23/11/92,0.87,0.75,425.119995
0.93,0.57,24/11/92,0.81,0.68,427.589996
0.86,0.67,25/11/92,0.85,0.73,429.190002
0.31,0.71,27/11/92,0.73,0.81,430.160004
0.94,0.96,30/11/92,0.91,0.93,431.350006
0.5,0.97,01/12/92,0.7,0.98,430.779999
0.28,0.87,02/12/92,0.49,0.77,429.890015
0.35,0.61,03/12/92,0.41,0.71,429.910004
0.23,0.49,04/12/92,0.51,0.68,432.059998
0.61,0.87,07/12/92,0.81,0.91,435.309998
0.71,0.48,08/12/92,0.95,0.89,436.98999
0.43,0.26,09/12/92,0.86,0.73,435.649994
0.09,0.2,10/12/92,0.63,0.61,434.640015
0.05,0.04,11/12/92,0.31,0.51,433.730011
0.07,0.07,14/12/92,0.14,0.48,432.839996
0.13,0.13,15/12/92,0.18,0.51,432.570007
0.38,0.23,16/12/92,0.18,0.43,431.519989
0.66,0.17,17/12/92,0.53,0.54,435.429993
0.98,0.6,18/12/92,0.96,0.67,441.279999
0.92,0.49,21/12/92,0.96,0.56,440.700012
0.96,0.78,22/12/92,0.98,0.63,440.309998
0.89,0.87,23/12/92,0.73,0.61,439.029999
0.06,0.59,24/12/92,0.31,0.71,439.769989
0.19,0.71,28/12/92,0.31,0.73,439.149994
0.46,0.94,29/12/92,0.26,0.67,437.980011
0.16,0.73,30/12/92,0.41,0.83,438.820007
0.88,0.86,31/12/92,0.14,0.38,435.709991
0.58,0.12,04/01/93,0.14,0.17,435.380005
0.12,0.28,05/01/93,0.16,0.15,434.339996
0.76,0.37,06/01/93,0.12,0.19,434.519989
0.46,0.51,07/01/93,0.09,0.08,430.730011
0.2,0.41,08/01/93,0.06,0.04,429.049988
0.43,0.52,11/01/93,0.2,0.1,430.950012
0.19,0.18,12/01/93,0.2,0.13,431.040009
0.11,0.46,13/01/93,0.6,0.23,433.029999
0.92,0.52,14/01/93,0.94,0.38,435.940002
0.98,0.93,15/01/93,0.91,0.43,437.149994
0.9,0.86,18/01/93,0.86,0.49,436.839996
0.98,0.88,19/01/93,0.56,0.37,435.130005
0.69,0.61,20/01/93,0.23,0.49,433.369995
0.08,0.85,21/01/93,0.27,0.78,435.48999
0.68,0.93,22/01/93,0.35,0.65,436.109985
0.77,0.99,25/01/93,0.79,0.9,440.01001
0.82,0.97,26/01/93,0.92,0.8,439.950012
0.37,0.37,27/01/93,0.62,0.41,438.109985
0.06,0.07,28/01/93,0.61,0.35,438.660004
0.01,0.1,29/01/93,0.34,0.39,438.779999
0.12,0.24,01/02/93,0.62,0.83,442.519989
0.87,0.65,02/02/93,0.75,0.92,442.549988
1,0.99,03/02/93,0.98,0.99,447.200012
1,1,04/02/93,0.99,1,449.559998
0.87,0.54,05/02/93,0.9,0.87,448.929993
0.28,0.21,08/02/93,0.79,0.83,447.850006
0.01,0.5,09/02/93,0.27,0.76,445.329987
0,0.4,10/02/93,0.18,0.79,446.230011
0.04,0.6,11/02/93,0.33,0.86,447.660004
0.19,0.26,12/02/93,0.19,0.4,444.579987
0.05,0,16/02/93,0.01,0.08,433.910004
0.07,0,17/02/93,0,0.02,433.299988
0.14,0,18/02/93,0,0,431.899994
0.39,0.03,19/02/93,0.05,0.01,434.220001
0.98,0.45,22/02/93,0.5,0.05,435.23999
0.99,0.84,23/02/93,0.5,0.08,434.799988
0.92,0.83,24/02/93,0.99,0.24,440.869995
0.63,0.59,25/02/93,0.94,0.24,442.339996
0.38,0.64,26/02/93,0.95,0.25,443.380005
0.7,0.99,01/03/93,0.92,0.84,442.01001
0.69,0.99,02/03/93,0.9,1,447.899994
0.99,1,03/03/93,0.88,1,449.26001
0.94,0.97,04/03/93,0.63,0.97,447.339996
0.18,0.61,05/03/93,0.63,0.92,446.109985
0.92,0.92,08/03/93,0.86,1,454.709991
0.31,0.96,09/03/93,0.69,0.97,454.399994
0.12,0.82,10/03/93,0.99,0.97,456.329987
0.75,0.85,11/03/93,0.91,0.86,453.720001
0.01,0.03,12/03/93,0.07,0.72,449.829987
0.03,0.16,15/03/93,0.2,0.4,451.429993
0.25,0.02,16/03/93,0.07,0.32,451.369995
0.08,0.03,17/03/93,0.05,0.25,448.309998
0.77,0.36,18/03/93,0.5,0.56,451.890015
0.58,0.03,19/03/93,0.33,0.16,450.179993
0.16,0.01,22/03/93,0.25,0.14,448.880005
0.31,0.07,23/03/93,0.42,0.09,448.76001
0.23,0.06,24/03/93,0.13,0.15,448.070007
0.31,0.57,25/03/93,0.45,0.3,450.880005
0.71,0.45,26/03/93,0.37,0.2,447.779999
0.77,0.45,29/03/93,0.53,0.23,450.769989
0.7,0.53,30/03/93,0.66,0.5,451.970001
0.92,0.79,31/03/93,0.46,0.26,451.670013
0.52,0.41,01/04/93,0.56,0.28,450.299988
0.09,0.25,02/04/93,0.04,0.1,441.390015
0.1,0.21,05/04/93,0.04,0.12,442.290009
0.03,0.23,06/04/93,0.03,0.12,441.160004
0.07,0.1,07/04/93,0.07,0.09,442.730011
0.7,0.26,08/04/93,0.43,0.16,441.839996
0.96,0.74,12/04/93,0.8,0.26,448.369995
0.96,0.87,13/04/93,0.91,0.26,449.220001
0.97,0.37,14/04/93,0.77,0.26,448.660004
0.61,0.37,15/04/93,0.82,0.29,448.399994
0.22,0.87,16/04/93,0.43,0.76,448.940002
0.05,0.71,19/04/93,0.3,0.59,447.459991
0.05,0.42,20/04/93,0.19,0.55,445.100006
0.26,0.72,21/04/93,0.13,0.37,443.630005
0.19,0.39,22/04/93,0.06,0.29,439.459991
0.32,0.03,23/04/93,0.04,0.04,437.029999
0.56,0.03,26/04/93,0.02,0.01,433.540009
0.27,0.02,27/04/93,0.12,0.07,438.01001
0.38,0.12,28/04/93,0.41,0.09,438.019989
0.54,0.09,29/04/93,0.57,0.1,438.890015
0.65,0.46,30/04/93,0.83,0.17,440.190002
0.8,0.71,03/05/93,0.71,0.34,442.459991
0.74,0.63,04/05/93,0.78,0.44,444.049988
0.71,0.55,05/05/93,0.75,0.69,444.519989
0.7,0.87,06/05/93,0.65,0.75,443.26001
0.47,0.62,07/05/93,0.47,0.86,442.309998
0.56,0.89,10/05/93,0.41,0.66,442.799988
0.54,0.79,11/05/93,0.46,0.75,444.359985
0.42,0.79,12/05/93,0.54,0.7,444.799988
0.51,0.51,13/05/93,0.28,0.39,439.230011
0.31,0.31,14/05/93,0.28,0.33,439.559998
0.33,0.29,17/05/93,0.2,0.31,440.369995
0.42,0.37,18/05/93,0.18,0.31,440.320007
0.59,0.36,19/05/93,0.96,0.64,447.570007
0.74,0.63,20/05/93,1,0.85,450.589996
0.6,0.3,21/05/93,0.75,0.61,445.839996
0.51,0.34,24/05/93,0.91,0.63,448
0.41,0.32,25/05/93,0.52,0.66,448.850006
0.49,0.58,26/05/93,0.64,0.97,453.440002
0.84,0.91,27/05/93,0.82,0.92,452.410004
0.51,0.63,28/05/93,0.57,0.88,450.190002
0.82,0.89,01/06/93,0.7,0.94,453.829987
0.76,0.77,02/06/93,0.42,0.7,453.850006
0.33,0.55,03/06/93,0.41,0.49,452.48999
0.47,0.49,04/06/93,0.4,0.61,450.059998
0.15,0.49,07/06/93,0.11,0.37,447.690002
0.1,0.2,08/06/93,0.1,0.24,444.709991
0.16,0.12,09/06/93,0.12,0.12,445.779999
0.31,0.06,10/06/93,0.19,0.16,445.380005
0.33,0.19,11/06/93,0.41,0.3,447.26001
0.53,0.08,14/06/93,0.65,0.19,447.709991
0.52,0.07,15/06/93,0.48,0.13,446.269989
0.59,0.13,16/06/93,0.57,0.26,447.429993
0.67,0.39,17/06/93,0.5,0.4,448.540009
0.45,0.19,18/06/93,0.21,0.3,443.679993
0.67,0.55,21/06/93,0.43,0.52,446.220001
0.63,0.65,22/06/93,0.33,0.48,445.929993
0.42,0.57,23/06/93,0.16,0.4,443.190002
0.7,0.61,24/06/93,0.66,0.45,446.619995
0.64,0.67,25/06/93,0.56,0.49,447.600006
0.88,0.94,28/06/93,0.78,0.71,451.850006
0.84,0.82,29/06/93,0.9,0.61,450.690002
0.78,0.71,30/06/93,0.7,0.58,450.529999
0.8,0.89,01/07/93,0.57,0.73,449.019989
0.21,0.69,02/07/93,0.14,0.47,445.839996
0.56,0.78,06/07/93,0.1,0.28,441.429993
0.63,0.85,07/07/93,0.12,0.49,442.829987
0.43,0.75,08/07/93,0.41,0.62,448.640015
0.64,0.68,09/07/93,0.65,0.56,448.109985
0.66,0.45,12/07/93,0.91,0.36,448.980011
0.57,0.64,13/07/93,0.76,0.38,448.089996
0.77,0.74,14/07/93,0.55,0.47,450.079987
0.71,0.57,15/07/93,0.49,0.54,449.220001
0.35,0.69,16/07/93,0.26,0.51,445.75
0.24,0.28,19/07/93,0.3,0.73,446.029999
0.12,0.21,20/07/93,0.29,0.72,447.309998
0.16,0.27,21/07/93,0.32,0.38,447.179993
0.17,0.2,22/07/93,0.38,0.26,444.51001
0.27,0.1,23/07/93,0.54,0.38,447.100006
0.55,0.19,26/07/93,0.62,0.58,449.089996
0.46,0.12,27/07/93,0.54,0.39,448.23999
0.48,0.13,28/07/93,0.71,0.37,447.190002
0.94,0.48,29/07/93,0.76,0.77,450.23999
0.53,0.48,30/07/93,0.4,0.66,448.130005
0.94,0.87,02/08/93,0.66,0.68,450.149994
0.96,0.87,03/08/93,0.7,0.66,449.269989
0.43,0.79,04/08/93,0.34,0.76,448.540009
0.71,0.87,05/08/93,0.47,0.61,448.130005
0.22,0.56,06/08/93,0.34,0.47,448.679993
0.54,0.9,09/08/93,0.63,0.7,450.720001
0.53,0.81,10/08/93,0.54,0.69,449.450012
0.77,0.66,11/08/93,0.73,0.57,450.459991
0.74,0.71,12/08/93,0.46,0.59,448.959991
0.18,0.2,13/08/93,0.37,0.52,450.140015
0.69,0.47,16/08/93,0.76,0.73,452.380005
0.44,0.68,17/08/93,0.73,0.83,453.130005
0.89,0.88,18/08/93,0.94,0.94,456.040009
0.74,0.69,19/08/93,0.9,0.93,456.429993
0.29,0.27,20/08/93,0.78,0.86,456.160004
0.36,0.56,23/08/93,0.66,0.87,455.230011
0.28,0.5,24/08/93,0.78,0.96,459.769989
0.92,0.89,25/08/93,0.77,0.97,460.130005
0.8,0.76,26/08/93,0.81,0.96,461.040009
0.31,0.3,27/08/93,0.83,0.91,460.540009
0.57,0.6,30/08/93,0.63,0.92,461.899994
0.27,0.43,31/08/93,0.74,0.86,463.559998
0.79,0.79,01/09/93,0.61,0.85,463.149994
0.9,0.8,02/09/93,0.44,0.75,461.299988
0.62,0.71,03/09/93,0.32,0.81,461.339996
0.24,0.42,07/09/93,0.11,0.3,458.519989
0,0.03,08/09/93,0.07,0.17,456.649994
0.02,0.08,09/09/93,0.18,0.17,457.5
0.22,0.62,10/09/93,0.44,0.51,461.720001
0.58,0.42,13/09/93,0.78,0.43,462.059998
0.7,0.08,14/09/93,0.76,0.16,459.899994
0.67,0.05,15/09/93,0.82,0.29,461.600006
0.04,0.09,16/09/93,0.2,0.27,459.429993
0.03,0.11,17/09/93,0.16,0.23,458.829987
0.48,0.15,20/09/93,0.09,0.17,455.049988
0.28,0.42,21/09/93,0.02,0.11,452.950012
0.47,0.67,22/09/93,0.19,0.31,456.200012
0.87,0.34,23/09/93,0.3,0.09,457.73999
0.86,0.23,24/09/93,0.68,0.06,457.630005
1,0.9,27/09/93,0.99,0.53,461.799988
0.98,0.93,28/09/93,0.89,0.42,461.529999
0.78,0.92,29/09/93,0.68,0.49,460.109985
0.3,0.67,30/09/93,0.52,0.44,458.929993
0.39,0.86,01/10/93,0.33,0.84,461.279999
0.34,0.95,04/10/93,0.36,0.92,461.339996
0.35,0.83,05/10/93,0.49,0.77,461.200012
0.86,0.65,06/10/93,0.58,0.64,460.73999
0.13,0.35,07/10/93,0.21,0.54,459.179993
0.23,0.21,08/10/93,0.28,0.28,460.309998
0.15,0.19,11/10/93,0.34,0.31,460.880005
0.4,0.43,12/10/93,0.41,0.51,461.119995
0.74,0.64,13/10/93,0.68,0.64,461.48999
0.79,0.41,14/10/93,0.94,0.81,466.829987
0.98,0.73,15/10/93,0.99,0.9,469.5
0.67,0.64,18/10/93,0.96,0.86,468.450012
0.19,0.17,19/10/93,0.85,0.79,466.209991
0.08,0.32,20/10/93,0.29,0.87,466.070007
0.03,0.29,21/10/93,0.12,0.76,465.359985
0.05,0.35,22/10/93,0.09,0.63,463.269989
0.28,0.13,25/10/93,0.24,0.68,464.200012
0.27,0.14,26/10/93,0.25,0.65,464.299988
0.31,0.13,27/10/93,0.34,0.2,464.609985
0.49,0.12,28/10/93,0.86,0.26,467.730011
0.72,0.15,29/10/93,0.8,0.34,467.829987
0.06,0.11,01/11/93,0.87,0.67,469.100006
0.89,0.6,02/11/93,0.82,0.61,468.440002
0.2,0.34,03/11/93,0.09,0.16,463.019989
0.03,0.12,04/11/93,0,0.01,457.48999
0.09,0.05,05/11/93,0.01,0.02,459.570007
0.04,0.23,08/11/93,0.04,0.04,460.209991
0.37,0.41,09/11/93,0.2,0.04,460.329987
0.89,0.23,10/11/93,0.92,0.06,463.720001
1,0.34,11/11/93,0.72,0.01,462.640015
0.8,0.81,12/11/93,0.87,0.09,465.390015
0.32,0.17,15/11/93,0.73,0.02,463.75
0.48,0.42,16/11/93,0.69,0.71,466.73999
0.23,0.74,17/11/93,0.6,0.9,464.809998
0.12,0.83,18/11/93,0.24,0.72,463.619995
0.16,0.32,19/11/93,0.29,0.61,462.600006
0.02,0.09,22/11/93,0.06,0.32,459.130005
0.09,0.17,23/11/93,0.15,0.18,461.029999
0.76,0.25,24/11/93,0.29,0.39,462.359985
0.9,0.42,26/11/93,0.46,0.21,463.059998
0.98,0.55,29/11/93,0.7,0.26,461.899994
0.9,0.37,30/11/93,0.46,0.02,461.790009
0.73,0.65,01/12/93,0.38,0.17,461.890015
0.72,0.89,02/12/93,0.42,0.38,463.109985
0.78,0.96,03/12/93,0.73,0.59,464.890015
0.94,0.98,06/12/93,0.87,0.89,466.429993
0.63,0.97,07/12/93,0.89,0.82,466.76001
0.7,0.87,08/12/93,0.74,0.69,466.290009
0.64,0.82,09/12/93,0.33,0.5,464.179993
0.14,0.55,10/12/93,0.16,0.54,463.929993
0.38,0.72,13/12/93,0.28,0.7,465.700012
0.09,0.31,14/12/93,0.13,0.49,463.059998
0.08,0.23,15/12/93,0.18,0.3,461.839996
0.24,0.2,16/12/93,0.35,0.27,463.339996
0.44,0.23,17/12/93,0.48,0.39,466.380005
0.85,0.49,20/12/93,0.68,0.32,465.850006
0.63,0.21,21/12/93,0.77,0.32,465.299988
0.8,0.23,22/12/93,0.83,0.69,467.320007
0.69,0.75,23/12/93,0.51,0.69,467.380005
0.77,0.78,27/12/93,0.86,0.75,470.540009
0.93,0.96,28/12/93,0.93,0.92,470.940002
0.93,0.98,29/12/93,0.71,0.96,470.579987
0.57,0.97,30/12/93,0.5,0.76,468.640015
0.57,0.87,31/12/93,0.11,0.41,466.450012
0.15,0.37,03/01/94,0.06,0.37,465.440002
0.11,0.52,04/01/94,0.15,0.52,466.890015
0.42,0.75,05/01/94,0.29,0.45,467.549988
0.41,0.68,06/01/94,0.46,0.39,467.119995
0.74,0.36,07/01/94,0.82,0.35,469.899994
0.97,0.72,10/01/94,0.98,0.71,475.269989
0.76,0.53,11/01/94,0.96,0.67,474.130005
0.46,0.5,12/01/94,0.96,0.8,474.170013
0.49,0.23,13/01/94,0.61,0.83,472.470001
0.34,0.91,14/01/94,0.4,0.98,474.910004
0.46,0.88,17/01/94,0.33,0.85,473.299988
0.86,0.83,18/01/94,0.45,0.86,474.25
0.89,0.62,19/01/94,0.58,0.89,474.299988
0.51,0.77,20/01/94,0.45,0.76,474.980011
0.51,0.34,21/01/94,0.58,0.37,474.720001
0.14,0.25,24/01/94,0.23,0.22,471.970001
0.03,0.13,25/01/94,0.16,0.16,470.920013
0.08,0.25,26/01/94,0.27,0.51,473.200012
0.39,0.38,27/01/94,0.64,0.6,477.049988
0.93,0.74,28/01/94,0.95,0.82,478.700012
1,0.85,31/01/94,1,0.95,481.609985
0.95,0.49,01/02/94,0.91,0.8,479.619995
0.87,0.7,02/02/94,0.86,0.9,482
0.3,0.55,03/02/94,0.58,0.84,480.709991
0,0.37,04/02/94,0,0.21,469.809998
0,0.16,07/02/94,0.05,0.47,471.76001
0.02,0.46,08/02/94,0.01,0.22,471.049988
0.12,0.21,09/02/94,0.06,0.06,472.769989
0.28,0.02,10/02/94,0.34,0,468.929993
0.67,0,11/02/94,0.27,0,470.179993
0.47,0.07,14/02/94,0.35,0.02,470.230011
0.46,0.07,15/02/94,0.43,0.02,472.519989
0.79,0.17,16/02/94,0.77,0.04,472.790009
0.93,0.52,17/02/94,0.48,0.45,470.339996
0.08,0.42,18/02/94,0.18,0.13,467.690002
0.12,0.16,22/02/94,0.31,0.45,471.459991
0.24,0.27,23/02/94,0.22,0.25,470.690002
0,0.01,24/02/94,0.08,0.09,464.26001
0.61,0.37,25/02/94,0.29,0.13,466.070007
0.9,0.58,28/02/94,0.12,0.19,467.140015
0.19,0.1,01/03/94,0.08,0.04,464.440002
0.31,0.01,02/03/94,0.55,0.05,464.809998
0.69,0.16,03/03/94,0.2,0.07,463.01001
0.34,0.86,04/03/94,0.24,0.23,464.73999
0.97,0.92,07/03/94,0.66,0.14,466.910004
0.99,0.48,08/03/94,0.59,0.11,465.880005
0.42,0.97,09/03/94,0.81,0.65,467.059998
0.12,0.31,10/03/94,0.4,0.31,463.899994
0.03,0.04,11/03/94,0.47,0.43,466.440002
0.36,0.72,14/03/94,0.64,0.7,467.390015
0.71,0.99,15/03/94,0.5,0.63,467.01001
0.93,0.62,16/03/94,0.92,0.91,469.420013
0.98,0.75,17/03/94,0.83,0.89,470.899994
0.68,0.32,18/03/94,0.78,0.78,471.059998
0.14,0.14,21/03/94,0.61,0.67,468.540009
0.49,0.69,22/03/94,0.4,0.6,468.799988
0.44,0.99,23/03/94,0.23,0.79,468.540009
0.07,0.46,24/03/94,0.08,0.34,464.350006
0.52,0.22,25/03/94,0.05,0.08,460.579987
0.04,0.03,28/03/94,0.04,0.08,460
0,0,29/03/94,0,0,452.480011
0,0,30/03/94,0,0,445.549988
0,0,31/03/94,0.02,0.01,445.769989
0,0,04/04/94,0,0,438.920013
0.96,0.07,05/04/94,0.16,0.03,448.290009
1,0.09,06/04/94,0.71,0.04,448.049988
1,0.81,07/04/94,0.91,0.06,450.880005
1,0.51,08/04/94,0.98,0.06,447.100006
0.72,0.78,11/04/94,0.66,0.09,449.869995
0.37,0.99,12/04/94,0.46,0.2,447.570007
0.16,1,13/04/94,0.15,0.57,446.26001
0.19,1,14/04/94,0.43,0.57,446.380005
0.3,1,15/04/94,0.2,0.95,446.179993
0.12,0.17,18/04/94,0.14,0.19,442.459991
0.1,0.04,19/04/94,0.19,0.2,442.540009
0.3,0.04,20/04/94,0.16,0.13,441.959991
0.56,0.34,21/04/94,0.73,0.63,448.730011
0.94,0.52,22/04/94,0.91,0.34,447.630005
0.96,0.74,25/04/94,0.99,0.81,452.709991
0.94,0.89,26/04/94,0.98,0.85,451.869995
0.78,0.95,28/04/94,0.55,0.67,449.100006
0.73,0.89,29/04/94,0.76,0.77,450.910004
0.69,0.98,02/05/94,0.55,1,453.019989
0.56,0.98,03/05/94,0.62,0.99,453.029999
0.57,0.96,04/05/94,0.75,0.98,451.720001
0.47,0.77,05/05/94,0.56,0.64,451.380005
0.12,0.24,06/05/94,0.14,0.5,447.820007
0.06,0.05,09/05/94,0.06,0.09,442.320007
0.08,0.06,10/05/94,0.14,0.21,446.01001
0.07,0.04,11/05/94,0.07,0.18,441.48999
0.45,0.16,12/05/94,0.24,0.2,443.75
0.85,0.16,13/05/94,0.67,0.15,444.140015
0.78,0.17,16/05/94,0.38,0.16,444.48999
0.88,0.23,17/05/94,0.95,0.38,449.369995
0.9,0.59,18/05/94,0.98,0.65,453.690002
0.89,0.95,19/05/94,1,0.95,456.480011
0.84,0.97,20/05/94,0.98,1,454.920013
0.77,0.95,23/05/94,0.79,0.91,453.200012
0.56,0.98,24/05/94,0.61,1,454.809998
0.33,0.87,25/05/94,0.51,0.98,456.339996
0.62,0.92,26/05/94,0.7,0.99,457.059998
0.7,0.93,27/05/94,0.81,0.98,457.329987
0.48,0.85,31/05/94,0.65,0.86,456.5
0.63,0.55,01/06/94,0.6,0.68,457.630005
0.41,0.49,02/06/94,0.56,0.56,457.649994
0.42,0.58,03/06/94,0.76,0.74,460.130005
0.62,0.73,06/06/94,0.71,0.78,458.880005
0.55,0.53,07/06/94,0.56,0.66,458.209991
0.53,0.68,08/06/94,0.43,0.53,457.059998
0.37,0.35,09/06/94,0.31,0.55,457.859985
0.36,0.43,10/06/94,0.48,0.58,458.670013
0.45,0.53,13/06/94,0.59,0.64,459.100006
0.61,0.63,14/06/94,0.89,0.75,462.369995
0.64,0.54,15/06/94,0.77,0.7,460.609985
0.56,0.53,16/06/94,0.78,0.61,461.929993
0.53,0.38,17/06/94,0.42,0.47,458.450012
0.17,0.22,20/06/94,0.12,0.38,455.480011
0.14,0.13,21/06/94,0.08,0.27,451.339996
0.28,0.42,22/06/94,0.09,0.31,453.089996
0.27,0.26,23/06/94,0.1,0.14,449.630005
0.25,0.05,24/06/94,0.04,0.06,442.799988
0.28,0.03,27/06/94,0.28,0.07,447.309998
0.21,0.09,28/06/94,0.16,0.08,446.070007
0.42,0.18,29/06/94,0.38,0.09,447.630005
0.78,0.14,30/06/94,0.68,0.1,444.269989
0.91,0.62,01/07/94,0.41,0.19,446.200012
0.84,0.76,05/07/94,0.56,0.36,446.369995
0.73,0.49,06/07/94,0.39,0.31,446.130005
0.81,0.64,07/07/94,0.87,0.53,448.380005
0.58,0.91,08/07/94,0.82,0.88,449.549988
0.37,0.89,11/07/94,0.7,0.6,448.059998
0.37,0.75,12/07/94,0.7,0.66,447.950012
0.61,0.8,13/07/94,0.53,0.6,448.730011
0.71,0.89,14/07/94,0.85,0.92,453.410004
0.81,0.78,15/07/94,0.93,0.9,454.160004
0.82,0.74,18/07/94,0.93,0.91,455.220001
