tick,price
1421,1268
1422,1268
1423,1268
1424,1268
1425,1268
1426,1268
1427,1268
1428,1268
1429,1268
1430,1268
1431,1268
1432,1268
1433,1268
1434,1268
1435,1267.8
1436,1267.8
1437,1267.8
1438,1267.8
1439,1267.8
1440,1267.8
1441,1267.8
1442,1267.8
1443,1267.8
1444,1267.8
1445,1267.8
1446,1267.8
1447,1267.8
1448,1267.8
1449,1267.8
1450,1267.8
1451,1267.8
1452,1267.8
1453,1267.8
1454,1267.8
1455,1267.8
1456,1267.8
1457,1267.8
1458,1267.8
1459,1267.8
1460,1267.8
1461,1267.8
1462,1267.8
1463,1267.8
1464,1267.8
1465,1267.8
1466,1267.8
1467,1267.8
1468,1267.8
1469,1267.8
1470,1267.8
1471,1267.8
1472,1267.8
1473,1267.8
1474,1267.8
1475,1267.8
1476,1267.8
1477,1268
1478,1268
1479,1268
1480,1268
1481,1268
1482,1268
1483,1268
1484,1268
1485,1268
1486,1268
1487,1268
1488,1268
1489,1268
1490,1267.8
1491,1267.8
1492,1267.8
1493,1267.8
1494,1267.8
1495,1267.8
1496,1267.8
1497,1268.4
1498,1268.6
1499,1268.6
1500,1268.6
1501,1268.6
1502,1268.6
1503,1268.6
1504,1268.4
1505,1268.4
1506,1268.4
1507,1268.4
1508,1268.4
1509,1268.4
1510,1268.4
1511,1268.4
1512,1268
1513,1268
1514,1268.2
1515,1268.2
1516,1268.2
1517,1268.2
1518,1268.2
1519,1268.2
1520,1268.2
1521,1268.2
1522,1268.2
1523,1269
1524,1269
1525,1269
1526,1269
1527,1269
1528,1269
1529,1269
1530,1269
1531,1269
1532,1269
1533,1269
1534,1269
1535,1269
1536,1269
1537,1268.8
1538,1268.8
1539,1268.8
1540,1268.8
1541,1268.8
1542,1268.8
1543,1268.8
1544,1268.8
1545,1268.8
1546,1268.8
1547,1268.8
1548,1268.8
1549,1268.8
1550,1268.8
1551,1268.8
1552,1268.6
1553,1268.6
1554,1268.6
1555,1268.6
1556,1268.6
1557,1268.6
1558,1268.6
1559,1268.6
1560,1268.6
1561,1268.6
1562,1268.6
1563,1268.8
1564,1268.8
1565,1268.8
1566,1268.8
1567,1268.8
1568,1268.8
1569,1268.8
1570,1268.8
1571,1268.8
1572,1268.8
1573,1268.8
1574,1268.8
1575,1268.8
1576,1268.8
1577,1268.8
1578,1268.8
1579,1268.8
1580,1268.8
1581,1268.8
1582,1268.2
1583,1268.2
1584,1268.2
1585,1268
1586,1268
1587,1268
1588,1268
1589,1268
1590,1267
1591,1267
1592,1267
1593,1267.8
1594,1267.8
1595,1267.8
1596,1267.8
1597,1267.8
1598,1267.8
1599,1267.8
1600,1267.8
1601,1267.8
1602,1267.8
1603,1267.8
1604,1267.8
1605,1267.8
1606,1267.8
1607,1267.8
1608,1267.8
1609,1267.8
1610,1267.8
1611,1268.8
1612,1268.8
1613,1268.8
1614,1268.6
1615,1268.6
1616,1268.6
1617,1268.6
1618,1268.6
1619,1268.6
1620,1268.4
1621,1269
1622,1269
1623,1269
1624,1269
1625,1269
1626,1269
1627,1268.2
1628,1268.2
1629,1268.2
1630,1268.2
1631,1267.8
1632,1267.8
1633,1267.8
1634,1267.8
1635,1267.8
1636,1267.8
1637,1267.8
1638,1267.8
1639,1267.8
1640,1267.8
1641,1267.8
1642,1267.8
1643,1267.8
1644,1267.8
1645,1267.8
1646,1267.8
1647,1267.8
1648,1267.8
1649,1267.8
1650,1267.8
1651,1267.8
1652,1267.8
1653,1267.8
1654,1267.8
1655,1267.8
1656,1267.8
1657,1267.8
1658,1267.8
1659,1267.8
1660,1268.8
1661,1267.8
1662,1267.8
1663,1267.8
1664,1267.8
1665,1267.8
1666,1267.8
1667,1267.8
1668,1267.8
1669,1267.6
1670,1267.6
1671,1267.6
1672,1267.6
1673,1267.6
1674,1267.6
1675,1267.6
1676,1267.6
1677,1267.6
1678,1267.6
1679,1267.6
1680,1267.6
1681,1267.6
1682,1267.6
1683,1267.6
1684,1267.6
1685,1267.6
1686,1267.6
1687,1267.6
1688,1267.6
1689,1267.6
1690,1267.6
1691,1267.6
1692,1267.6
1693,1267.6
1694,1267.6
1695,1267.6
1696,1267.6
1697,1267.6
1698,1267.6
1699,1268
1700,1268
1701,1268
1702,1267.6
1703,1267.6
1704,1266.6
1705,1267.4
1706,1267.4
1707,1267.4
1708,1267.4
1709,1267.4
1710,1267.4
1711,1267.4
1712,1267.4
1713,1267.4
1714,1267.4
1715,1267.4
1716,1267.6
1717,1267.6
1718,1267.4
1719,1267.4
1720,1267.4
1721,1267.4
1722,1267.4
1723,1267.4
1724,1267.4
1725,1267.4
1726,1267.4
1727,1267.4
1728,1267.4
1729,1267.4
1730,1267.4
1731,1267.4
1732,1267.4
1733,1267.4
1734,1267.4
1735,1267.4
1736,1267.4
1737,1267.4
1738,1267.4
1739,1267.4
1740,1267.4
1741,1268.2
1742,1268.2
1743,1268.2
1744,1268.2
1745,1268.2
1746,1268.2
1747,1268.2
1748,1268.4
1749,1268.4
1750,1268.4
1751,1268.4
1752,1268.4
1753,1268.4
1754,1268.4
1755,1268.4
1756,1268.4
1757,1268.4
1758,1268.4
1759,1268.4
1760,1268.4
1761,1268.4
1762,1268.4
1763,1268.4
1764,1267.8
1765,1267.8
1766,1267.8
1767,1267.8
1768,1267.8
1769,1267.8
1770,1267.8
1771,1267.8
1772,1267.8
1773,1267.8
1774,1267.8
1775,1267.8
1776,1267.8
1777,1267.8
1778,1267.8
1779,1267.6
1780,1267.4
1781,1267.4
1782,1267.4
1783,1267.4
1784,1268.4
1785,1267.8
1786,1267.8
1787,1267.8
1788,1267.8
1789,1267.8
1790,1267.8
1791,1267.8
1792,1267.8
1793,1267.8
1794,1267.8
1795,1267.8
1796,1267.8
1797,1267.8
1798,1267.8
1799,1267.8
1800,1267.8
1801,1267.8
1802,1267.8
1803,1267.8
1804,1267.8
1805,1267.8
1806,1267.8
1807,1267.8
1808,1267.8
1809,1267.6
1810,1267.6
1811,1267.6
1812,1267.6
1813,1268
1814,1268
1815,1268
1816,1268
1817,1268
1818,1268
1819,1268
1820,1268
1821,1268
1822,1268
1823,1268
1824,1268
1825,1268
1826,1268
1827,1268
1828,1268
1829,1268
1830,1268.2
1831,1268
1832,1268
1833,1268
1834,1268
1835,1268
1836,1268
1837,1268
1838,1268
1839,1268
1840,1268
1841,1268
1842,1267.6
1843,1267.6
1844,1267.6
1845,1267.6
1846,1267.6
1847,1267.6
1848,1267.6
1849,1267.6
1850,1268
1851,1268
1852,1268
1853,1268
1854,1268
1855,1268
1856,1268
1857,1267.8
1858,1267.8
1859,1267.8
1860,1267.8
1861,1267.8
1862,1267.4
1863,1267.4
1864,1267.4
1865,1267.4
1866,1267.4
1867,1267.4
1868,1267.4
1869,1267.4
1870,1267.4
1871,1267.4
1872,1267.4
1873,1267.4
1874,1267.4
1875,1267.4
1876,1267.4
1877,1267.4
1878,1267.4
1879,1267.4
1880,1267.4
1881,1267.4
1882,1267.4
1883,1267.4
1884,1267.4
1885,1267.4
1886,1267.4
1887,1267.4
1888,1267.6
1889,1267.2
1890,1267.2
1891,1267.2
1892,1267.2
1893,1267.2
1894,1267.2
1895,1267.2
1896,1267.2
1897,1267.2
1898,1267.2
1899,1267.2
1900,1267.2
1901,1267.2
1902,1267.2
1903,1267.2
1904,1267.2
1905,1267.2
1906,1267.2
1907,1267.2
1908,1267.2
1909,1267.2
1910,1267.2
1911,1267.2
1912,1267.2
1913,1267.2
1914,1267.2
1915,1267.2
1916,1267.2
1917,1267.2
1918,1267.2
1919,1267.2
1920,1267.2
1921,1267.2
1922,1267.2
1923,1267.2
1924,1267.2
1925,1267.2
1926,1267.2
1927,1267.2
1928,1267.2
1929,1267.2
1930,1267.2
1931,1267.2
1932,1267.2
1933,1267.2
1934,1267.2
1935,1267.2
1936,1267.2
1937,1267.2
1938,1267.2
1939,1267.2
1940,1267.4
1941,1267.4
1942,1267.2
1943,1267.2
1944,1267.2
1945,1267.2
1946,1267.2
1947,1267.2
1948,1267.2
1949,1267.2
1950,1267.2
1951,1267.2
1952,1267.2
1953,1267.2
1954,1267.2
1955,1267.2
1956,1267.2
1957,1267.2
1958,1267.2
1959,1267.2
1960,1267.2
1961,1267.2
1962,1267.2
1963,1267.2
1964,1267.2
1965,1267.2
1966,1267.2
1967,1267.2
1968,1267.2
1969,1267.2
1970,1267.2
1971,1267.2
1972,1267.2
1973,1267.2
1974,1267.2
1975,1267.2
1976,1267.2
1977,1267.2
1978,1267.2
1979,1267.2
1980,1267.2
1981,1267.2
1982,1267.2
1983,1267.2
1984,1267.2
1985,1267.2
1986,1267.2
1987,1267.2
1988,1267.4
1989,1267.4
1990,1267.4
1991,1267.4
1992,1267.4
1993,1267.4
1994,1267.2
1995,1267.2
1996,1267.4
1997,1267.4
1998,1267.4
1999,1267.4
2000,1267.2
2001,1267.2
2002,1267.2
2003,1267.2
