"","Mean","Standard.Deviation","Skewness","Kurtosis","T.Test","Winners","Loserss"
"1",-17.0600621820237,12.1904669390779,0.725259957290992,0.095216247651229,3.37678510373189e-25,91,9
"2",-26.2206825232678,13.0169294817189,1.3034930238459,1.37304999075658,8.52241912457856e-37,94,6
"3",-30.6733957219251,11.1493397932379,1.83129187575161,4.0285026556535,3.62020860458241e-48,96,4
"4",-34.9718583212033,7.20890306055645,0.798787105550255,0.342489470297914,8.14344991714798e-71,100,0
"5",-36.3309041468389,14.8077677005902,0.902340236322211,0.213788046704157,7.19901380662781e-44,97,3
"6",-33.0893617021277,13.9117559530541,0.781891608734202,-0.0215542565989457,1.00032350650549e-42,99,1
"7",-24.0915649278579,15.2404409147584,1.00520560526481,0.740872490973964,7.85531734100008e-29,92,8
"8",-45.225589485891,10.0831073509798,0.852542053017718,-0.361645489515626,1.37182375881157e-67,100,0
"9",-31.2811198133644,12.6011947533387,0.924208441583388,0.161604553630275,2.65240980359383e-44,98,2
"10",-35.3694541812719,9.79864627122319,0.84438618390144,1.16255409507351,8.69823765001372e-59,100,0
"11",11.9130067270102,17.7025281158045,0.339466253274158,0.879892147710907,1.11666292536618e-09,24,76
"12",5.1738084900304,17.9092305004561,0.203148719983401,0.448731829170172,0.0047493109374975,37,63
"13",-1.97737471365363,17.1830154510136,0.283127217920343,0.255768073682217,0.252597640383272,54,46
"14",-29.4883870228133,11.5384635870117,0.441198884384827,0.515006749833244,2.18871383521949e-45,98,2
"15",-15.2089859507581,14.2292300619342,0.517873037878834,0.435814014843561,3.46194777781938e-18,84,16
"16",-5.89735830023328,15.1250257143279,0.40550081695174,-0.12055558310095,0.000175913675396266,64,36
"17",-1.06851489160532,17.3164227889626,0.483375435834844,-0.527765714963297,0.53861639917466,55,45
"18",-16.7901688296773,14.6500213315136,0.595083551743028,-0.395269999590298,7.36963367107187e-20,87,13
"19",-8.1174575838755,15.7166171905116,0.592962284990628,-0.359767337522942,1.24681464480294e-06,68,32
"20",-15.744718982284,14.2365385928998,0.669756010923281,-0.14288678472402,5.42997322577867e-19,84,16
"21",-17.1558940898896,13.2731673476933,0.70383450649224,0.290638660152133,5.60867136849185e-23,90,10
"22",-21.2518506103522,12.1018758162379,0.816420190744913,0.886670357608731,3.55629080637205e-32,94,6
"23",-30.0890419568114,9.24776145676273,0.358057104176758,-0.0644132564429412,1.14632590373793e-54,100,0
"24",-19.2040362679146,9.95850857419443,0.210596155134763,0.0564406733887135,2.68088111852194e-35,99,1
"25",-12.9843971631206,10.680173948018,0.217894353353861,0.109870806384732,2.36597559474421e-21,91,9
"26",-10.4408504274894,10.8643245119623,0.237495865166029,0.245265310837185,7.7526368879145e-16,85,15
"27",-5.7609425303103,11.3878199221624,0.264261080912425,0.316240753645976,1.94346130487753e-06,66,34
"28",-9.15067661053555,13.4793353098134,-0.0773573362951593,-0.230005365874161,8.44747244887391e-10,70,30
"29",-12.9645761351342,19.4298398997985,0.119370425418633,-1.41603102737566,1.46058054839411e-09,60,40
"30",-14.7991668416999,19.652054317717,0.293803926895154,-1.3556772564857,2.39571533211441e-11,64,36
"31",-25.1254496119139,17.5705692677961,0.487857305914809,-1.17243843065399,8.03594788634127e-26,93,7
"32",-23.4332867969685,17.8640453220213,0.684086588818941,-0.851409172173908,2.21631737318037e-23,86,14
"33",-21.4264108668254,18.5239148035978,0.906046945065216,-0.433223796894098,4.3561316770786e-20,78,22
"34",-24.1867534909635,16.8040536271236,0.980049649228775,-0.679679160200132,5.18320038775558e-26,84,16
"35",-32.4884257035827,14.293249309895,1.22783661297499,0.0278973313470869,4.4898557686971e-41,97,3
"36",-32.7663366987865,12.4142271840647,1.42071396185812,0.605484368210696,1.34708169548271e-46,100,0
"37",-33.7465174544847,10.1086922630863,1.73821497902197,2.01058456413283,1.11083126311254e-55,100,0
"38",-32.814667781028,8.57956781071027,2.086379771205,4.42648978403008,4.12572184030343e-61,99,1
"39",-16.5313587013808,10.4261668480046,-0.0573384155808092,-0.257486934839869,6.32963201941683e-29,95,5
"40",-26.7507772706225,13.0708755973172,0.047799186430722,-1.13674164797962,2.39185707426251e-37,100,0
"41",-30.5050048219215,10.1014617844035,0.335106653333711,-0.0814919107363341,9.43281189719948e-52,99,1
"42",62.1053831199303,36.5765863321514,0.337612565625662,-0.739194228001537,4.37498125804649e-31,2,98
"43",52.8197419516473,32.4248255050344,0.48759993119777,-0.709722076364343,9.08638653498108e-30,0,100
"44",-2.87534477626749,20.0834746285588,0.562614782810653,-0.663278198713607,0.155380137110779,57,43
"45",-23.3729112528546,15.827569591257,0.625009480868148,-0.569055354458489,9.10110631496919e-27,93,7
"46",0.212705921407528,20.5810833001082,0.714276663166964,-0.391875337261975,0.917894099581764,54,46
"47",7.6099402327776,22.0936615828939,0.813005710408164,-0.196631906868322,0.000840661020466705,51,49
"48",-36.1845485351989,12.6800763467395,0.911369218678104,0.0569041406672244,1.44608305290823e-49,99,1
"49",-5.50933212475794,18.6493743332917,1.12477690325024,0.591130346718927,0.00391719829044991,65,35
"50",-21.2521783075422,15.551970449982,1.30133487360928,1.07006029769414,1.60901222484208e-24,87,13
"51",-29.9088428899992,13.6259746475157,1.58035540041775,2.11319402167887,8.0809737311763e-40,94,6
"52",-28.1106687360821,11.7292119513873,1.50323665180831,2.14273476630919,5.26807947160621e-43,96,4
"53",-39.9899001591665,8.99928868457923,1.47432550761067,2.36210026742654,3.30557032403595e-67,100,0
"54",-22.6781843339227,9.1590717377703,0.86060771640986,0.367149105665317,3.30184588731979e-44,98,2
"55",-24.8202595612725,8.42632701141417,0.592991972576491,0.509697828048768,8.69947879966847e-51,100,0
"56",-5.09247745201642,11.4369000600481,0.482942882253857,0.518656618282202,2.22992856419282e-05,72,28
"57",-0.122178129352715,13.6366993312285,0.241170827996083,0.289580961050611,0.928789995737034,50,50
"58",-1.89341954322662,14.5484222952836,0.139330417415563,-0.077204896844572,0.196121434717967,53,47
"59",-14.3849003310722,13.8698538788715,0.143703824231979,-0.314576362173884,1.69631394376872e-17,89,11
"60",-11.795873015873,15.2498116541018,0.137825798574786,-0.444525446932646,8.82535993185462e-12,81,19
"61",3.97856640899508,19.0516884009365,0.235991106663435,-0.56977659876879,0.0393369001117413,39,61
"62",-7.54273209549072,18.0313471120528,0.320499305010967,-0.638148901448535,6.22469053144993e-05,64,36
"63",-13.0978480075562,18.2602498882227,0.382064388605209,-0.636428931133477,1.35244405234384e-10,73,27
"64",-22.0757466084479,16.643777431441,0.564386009119105,-0.457393072320873,1.09758150967696e-23,91,9
"65",-22.7247468128202,16.4960667546224,0.719134716714794,-0.114189446698009,9.51192845667573e-25,92,8
"66",-31.4494465917077,14.1206448535099,0.665659741426346,0.0144279101276337,2.42986981880357e-40,98,2
"67",-25.343371099185,14.2393101377124,0.31254674168329,-1.16462005795566,1.29181287588511e-32,97,3
"68",-19.5570871547037,15.4238893189346,0.477526328917215,-0.959064187346634,1.8446607789691e-22,85,15
"69",-26.7109548101201,13.5333350634508,0.575892300288717,-0.766347880519981,4.30351135181555e-36,96,4
"70",-29.7969984001625,12.0446493248947,0.594567563323511,-0.779227890789663,3.55682924323896e-44,99,1
"71",-26.3520107459086,11.9434313958808,0.610143552378402,-0.76388299511353,5.27147618034995e-40,99,1
"72",-23.6360888268806,11.6476487581972,0.724190672964787,-0.388663667423175,4.72899968964347e-37,96,4
"73",-27.1993605523017,10.2599462022645,0.79639386182988,-0.0843417780911921,9.20256158398222e-47,99,1
"74",-25.0532526745538,9.08675009013937,0.646324120917111,-0.47959427867186,2.99269985676778e-48,100,0
"75",-18.6008956796628,8.70995852063927,0.581841215552807,-0.680880034175787,7.6439726823686e-39,97,3
"76",-21.7798300464967,7.39096425873577,0.498123650694994,-0.866707671236388,8.37532010989766e-51,100,0
"77",-16.6089825975199,7.25394125796188,0.625790887313427,-0.678057260315166,2.44318845221072e-41,99,1
"78",-17.9683009298394,6.50255863647604,0.718430941189435,0.11682585186723,2.46157553941178e-48,100,0
"79",-19.4333727112488,14.0554795964318,1.01216902146473,0.899241908420311,7.49148514076736e-25,89,11
"80",-19.751642750933,13.7246118591015,0.916386214207054,0.112699422792963,5.23191630675366e-26,88,12
"81",-33.2504921843157,10.5476970688898,0.99527536439467,0.6556280267495,1.9962480803151e-53,100,0
"82",-25.7674725750412,10.8030148001088,0.989388869415267,0.91472181570766,7.89030114478441e-43,96,4
"83",-34.5039813796795,9.33980014360987,1.10222511876171,1.85843550592195,1.02513863986788e-59,99,1
"84",-11.9718980182418,17.0287756361967,1.33515556789511,5.1378203721566,2.67737016625474e-10,81,19
"85",-14.6108138900457,15.5718590659947,0.206956183837431,0.00246391638692733,2.42892175601981e-15,83,17
"86",-21.0890300335889,16.2177067204714,0.0582401082374465,-0.170987543122475,3.83849475753714e-23,90,10
"87",-26.9887986800886,15.7901872688842,0.114794920671275,-0.209078975255347,2.68158288548115e-31,95,5
"88",-9.95151831242461,21.6406322090668,0.117454453555094,-0.404430220201149,1.2596868987988e-05,67,33
"89",-24.2719169678582,19.6495112491793,0.208537445836344,-0.518999117993026,9.10184428691688e-22,91,9
"90",-15.5600782740985,23.7490926969312,0.330959025127191,-0.558962491853496,2.5704934765998e-09,74,26
"91",-31.8734564563954,19.4785257317202,0.471854581014738,-0.345938881375326,6.55822531169698e-30,94,6
"92",-49.2143163647265,13.8948772712705,0.236625940889848,-1.04265145138921,4.96374864179698e-58,100,0
"93",-28.2563841990564,19.3601338240634,0.149787120014313,-1.43064118988619,2.02290310981082e-26,93,7
"94",-26.6628388224064,20.3351517911069,0.33086309215965,-1.33536093186264,2.27990777772359e-23,88,12
"95",-38.1647486406312,18.4022595447133,0.656072585878553,-0.953939377931956,8.22851733141741e-38,98,2
"96",-39.5272997302025,18.3002170266768,0.874583742604006,-0.530131668217776,3.02832145115382e-39,98,2
"97",-39.22434827668,17.7732904898476,1.11981995855881,0.181694732446944,5.16915918519886e-40,94,6
"98",-45.3498860425098,14.0469735312383,1.25442536871419,0.919148725464494,2.31866726273827e-54,99,1
"99",-50.8347450258153,12.4537304479931,0.799004660884803,-0.209436388503473,9.61987564691355e-64,100,0
